Energy	E1_1 M1_1	E1_1 M1_2	E1_1 M1_3	E1_2 M1_1	E1_2 M1_2	E1_2 M1_3	E1_3 M1_1	E1_3 M1_2	E1_3 M1_3	E1_4 M1_1	E1_4 M1_2	E1_4 M1_3	E1_5 M1_1	E1_5 M1_2	E1_5 M1_3	E1_6 M1_1	E1_6 M1_2	E1_6 M1_3	E1_7 M1_1	E1_7 M1_2	E1_7 M1_3	E1_8 M1_1	E1_8 M1_2	E1_8 M1_3	E1_9 M1_1	E1_9 M1_2	E1_9 M1_3
2.0	4.1785606499999995e-09	4.177745194999999e-09	1.4703029999999999e-08	9.092720000000001e-12	8.277265e-12	1.053356207e-08	1.13065e-12	3.15195e-13	1.05256e-08	1.13065e-12	3.15195e-13	1.05256e-08	5.89874065e-09	5.8979251949999995e-09	1.6423209999999998e-08	1.13065e-12	3.15195e-13	1.05256e-08	1.13065e-12	3.15195e-13	1.05256e-08	9.4490665e-10	9.44091195e-10	1.1469375999999999e-08	1.13065e-12	3.15195e-13	1.05256e-08
5.0	4.17922662e-09	4.177187987999999e-09	1.4677899999999999e-08	2.273182e-11	2.0693188e-11	1.05214052e-08	2.82662e-12	7.87988e-13	1.05015e-08	2.82662e-12	7.87988e-13	1.05015e-08	5.89832662e-09	5.896287987999999e-09	1.6396999999999998e-08	2.82662e-12	7.87988e-13	1.05015e-08	2.82662e-12	7.87988e-13	1.05015e-08	9.461826199999998e-10	9.44143988e-10	1.1444856e-08	2.82662e-12	7.87988e-13	1.05015e-08
10.0	4.1803332499999996e-09	4.17625598e-09	1.463598e-08	4.5463650000000004e-11	4.138638e-11	1.05011104e-08	5.65325e-12	1.57598e-12	1.04613e-08	5.65325e-12	1.57598e-12	1.04613e-08	5.89763325e-09	5.89355598e-09	1.635328e-08	5.65325e-12	1.57598e-12	1.04613e-08	5.65325e-12	1.57598e-12	1.04613e-08	9.483072500000002e-10	9.4422998e-10	1.1403954e-08	5.65325e-12	1.57598e-12	1.04613e-08
20.0	4.1825466e-09	4.17439197e-09	1.455274e-08	9.09275e-11	8.277286999999999e-11	1.0461120899999999e-08	1.13066e-11	3.15197e-12	1.03815e-08	1.13066e-11	3.15197e-12	1.03815e-08	5.8962966000000006e-09	5.888141970000001e-09	1.626649e-08	1.13066e-11	3.15197e-12	1.03815e-08	1.13066e-11	3.15197e-12	1.03815e-08	9.525556e-10	9.4440097e-10	1.1322749e-08	1.13066e-11	3.15197e-12	1.03815e-08
50.0	4.1890875e-09	4.16870023e-09	1.430672e-08	2.273225e-10	2.0693522999999998e-10	1.0344955e-08	2.82675e-11	7.88023e-12	1.01459e-08	2.82675e-11	7.88023e-12	1.01459e-08	5.8925275e-09	5.87214023e-09	1.601016e-08	2.82675e-11	7.88023e-12	1.01459e-08	2.82675e-11	7.88023e-12	1.01459e-08	9.652825e-10	9.4489523e-10	1.1082915e-08	2.82675e-11	7.88023e-12	1.01459e-08
100.0	4.1997825e-09	4.1590026e-09	1.390956e-08	4.546725e-10	4.138926e-10	1.016445e-08	5.65425e-11	1.57626e-11	9.76632e-09	5.65425e-11	1.57626e-11	9.76632e-09	5.8870925e-09	5.8463126e-09	1.5596870000000002e-08	5.65425e-11	1.57626e-11	9.76632e-09	5.65425e-11	1.57626e-11	9.76632e-09	9.864345e-10	9.456546e-10	1.0696212e-08	5.65425e-11	1.57626e-11	9.76632e-09
200.0	4.220405e-09	4.1388019000000004e-09	1.316058e-08	9.09561e-10	8.279579e-10	9.849735999999999e-09	1.2189669e-10	4.029359e-11	9.06207169e-09	4.47517e-10	3.6591390000000003e-10	9.387691999999999e-09	5.8793949999999994e-09	5.7977919e-09	1.4819569999999998e-08	5.180425e-09	5.0988219e-09	1.41206e-08	2.062935e-09	1.9813319e-09	1.100311e-08	1.049346e-09	9.677429000000001e-10	9.989521e-09	6.01602e-10	5.199988999999999e-10	9.541776999999999e-09
300.0	4.240149e-09	4.1176349e-09	1.246847e-08	1.3648890000000001e-09	1.2423749e-09	9.59321e-09	1.8957579999999999e-10	6.70617e-11	8.4178968e-09	5.300890000000001e-10	4.0757490000000003e-10	8.75841e-09	5.875969e-09	5.7534549000000005e-09	1.410429e-08	3.866709e-09	3.7441948999999996e-09	1.209503e-08	1.788379e-09	1.6658649e-09	1.00167e-08	1.111979e-09	9.894649e-10	9.3403e-09	7.099450000000001e-10	5.874309e-10	8.938265999999999e-09
400.0	4.259173e-09	4.0956185e-09	1.1829079999999999e-08	1.820863e-09	1.6573085e-09	9.390769999999999e-09	2.618323e-10	9.82778e-11	7.8317393e-09	6.14748e-10	4.511935e-10	8.184655e-09	5.876853e-09	5.7132985e-09	1.3446759999999999e-08	3.260723e-09	3.0971685e-09	1.0830629999999999e-08	1.719013e-09	1.5554585e-09	9.288919999999999e-09	1.180799e-09	1.0172445e-09	8.750705999999999e-09	8.21782e-10	6.582274999999999e-10	8.391688999999998e-09
500.0	4.277641e-09	4.0728696e-09	1.123862e-08	2.277711e-09	2.0729396e-09	9.23869e-09	3.387563e-10	1.339849e-10	7.2997353e-09	7.01561e-10	4.967896e-10	7.66254e-09	5.8820809999999995e-09	5.6773095999999996e-09	1.284306e-08	2.937951e-09	2.7331796e-09	9.89893e-09	1.7414609999999998e-09	1.5366895999999999e-09	8.70244e-09	1.2562890000000001e-09	1.0515176e-09	8.217268e-09	9.38572e-10	7.338006e-10	7.899551e-09
