                    ************************************************************************************************
                    *  Z= 29 A= 61: Positive-Parity Spin-dependent Level Density [MeV-1] for Cu 61 and ldmodel= 1  *
   4.25  0.764  4.38E+01 3.11E+01 1.67E+02 4.48E+00 7.09E+00 7.21E+00 5.58E+00 3.46E+00 1.77E+00 7.49E-01 2.67E-01 7.99E-02 2.03E-02 4.35E-03 7.93E-04 1.23E-04 1.62E-05 1.82E-06 1.74E-07 1.42E-08 9.88E-10 5.86E-11 2.97E-12 1.29E-13 4.75E-15 1.50E-16 4.04E-18 9.31E-20 1.83E-21 3.08E-23 4.44E-25 5.45E-27 5.73E-29
   4.50  0.786  5.31E+01 3.75E+01 2.05E+02 5.23E+00 8.35E+00 8.60E+00 6.77E+00 4.30E+00 2.26E+00 9.90E-01 3.66E-01 1.15E-01 3.05E-02 6.92E-03 1.34E-03 2.21E-04 3.13E-05 3.78E-06 3.92E-07 3.48E-08 2.65E-09 1.73E-10 9.69E-12 4.66E-13 1.92E-14 6.81E-16 2.07E-17 5.41E-19 1.21E-20 2.34E-22 3.88E-24 5.52E-26 6.76E-28
   4.75  0.808  6.44E+01 4.52E+01 2.52E+02 6.12E+00 9.83E+00 1.02E+01 8.21E+00 5.33E+00 2.87E+00 1.30E+00 4.98E-01 1.63E-01 4.53E-02 1.08E-02 2.21E-03 3.88E-04 5.84E-05 7.58E-06 8.46E-07 8.14E-08 6.74E-09 4.81E-10 2.96E-11 1.57E-12 7.19E-14 2.84E-15 9.67E-17 2.84E-18 7.21E-20 1.58E-21 2.99E-23 4.88E-25 6.88E-27
   5.00  0.829  7.80E+01 5.44E+01 3.10E+02 7.16E+00 1.16E+01 1.22E+01 9.94E+00 6.58E+00 3.64E+00 1.70E+00 6.72E-01 2.28E-01 6.63E-02 1.66E-02 3.57E-03 6.63E-04 1.06E-04 1.47E-05 1.76E-06 1.82E-07 1.64E-08 1.27E-09 8.53E-11 4.96E-12 2.50E-13 1.09E-14 4.14E-16 1.36E-17 3.87E-19 9.57E-21 2.05E-22 3.80E-24 6.13E-26
   5.50  0.869  1.18E+02 7.91E+01 4.66E+02 9.83E+00 1.61E+01 1.73E+01 1.45E+01 9.98E+00 5.77E+00 2.84E+00 1.20E+00 4.35E-01 1.37E-01 3.73E-02 8.83E-03 1.82E-03 3.26E-04 5.08E-05 6.92E-06 8.21E-07 8.50E-08 7.68E-09 6.06E-10 4.18E-11 2.51E-12 1.32E-13 6.08E-15 2.44E-16 8.58E-18 2.64E-19 7.08E-21 1.66E-22 3.41E-24
   6.00  0.908  1.75E+02 1.15E+02 6.99E+02 1.35E+01 2.24E+01 2.46E+01 2.11E+01 1.50E+01 9.03E+00 4.66E+00 2.08E+00 8.04E-01 2.71E-01 7.98E-02 2.05E-02 4.64E-03 9.17E-04 1.59E-04 2.43E-05 3.25E-06 3.82E-07 3.96E-08 3.60E-09 2.88E-10 2.03E-11 1.26E-12 6.89E-14 3.31E-15 1.40E-16 5.23E-18 1.72E-19 4.98E-21 1.27E-22
   6.50  0.945  2.58E+02 1.67E+02 1.05E+03 1.87E+01 3.13E+01 3.49E+01 3.06E+01 2.24E+01 1.40E+01 7.53E+00 3.53E+00 1.44E+00 5.18E-01 1.63E-01 4.54E-02 1.11E-02 2.40E-03 4.58E-04 7.73E-05 1.15E-05 1.52E-06 1.78E-07 1.84E-08 1.69E-09 1.37E-10 9.85E-12 6.28E-13 3.55E-14 1.78E-15 7.88E-17 3.10E-18 1.08E-19 3.35E-21
   7.00  0.981  3.80E+02 2.42E+02 1.57E+03 2.59E+01 4.37E+01 4.94E+01 4.43E+01 3.33E+01 2.15E+01 1.20E+01 5.88E+00 2.53E+00 9.61E-01 3.22E-01 9.58E-02 2.53E-02 5.91E-03 1.23E-03 2.27E-04 3.74E-05 5.48E-06 7.14E-07 8.29E-08 8.58E-09 7.91E-10 6.49E-11 4.76E-12 3.10E-13 1.81E-14 9.38E-16 4.34E-17 1.79E-18 6.61E-20
   7.50  1.015  5.55E+02 3.52E+02 2.34E+03 3.59E+01 6.11E+01 7.00E+01 6.40E+01 4.93E+01 3.27E+01 1.90E+01 9.66E+00 4.35E+00 1.74E+00 6.17E-01 1.95E-01 5.50E-02 1.38E-02 3.11E-03 6.24E-04 1.12E-04 1.80E-05 2.60E-06 3.35E-07 3.86E-08 3.99E-09 3.70E-10 3.07E-11 2.29E-12 1.53E-13 9.13E-15 4.90E-16 2.36E-17 1.02E-18
   8.00  1.049  8.11E+02 5.11E+02 3.49E+03 4.99E+01 8.56E+01 9.92E+01 9.23E+01 7.27E+01 4.95E+01 2.96E+01 1.56E+01 7.35E+00 3.07E+00 1.15E+00 3.84E-01 1.15E-01 3.09E-02 7.45E-03 1.61E-03 3.14E-04 5.50E-05 8.67E-06 1.23E-06 1.57E-07 1.80E-08 1.86E-09 1.73E-10 1.45E-11 1.10E-12 7.46E-14 4.58E-15 2.53E-16 1.26E-17
   8.50  1.081  1.18E+03 7.42E+02 5.19E+03 6.95E+01 1.20E+02 1.41E+02 1.33E+02 1.07E+02 7.45E+01 4.59E+01 2.51E+01 1.22E+01 5.33E+00 2.09E+00 7.35E-01 2.33E-01 6.64E-02 1.71E-02 3.96E-03 8.31E-04 1.57E-04 2.69E-05 4.15E-06 5.80E-07 7.33E-08 8.38E-09 8.66E-10 8.10E-11 6.85E-12 5.25E-13 3.64E-14 2.28E-15 1.29E-16
   9.00  1.112  1.72E+03 1.08E+03 7.73E+03 9.70E+01 1.68E+02 1.99E+02 1.91E+02 1.56E+02 1.12E+02 7.06E+01 3.98E+01 2.01E+01 9.10E+00 3.72E+00 1.37E+00 4.57E-01 1.38E-01 3.76E-02 9.30E-03 2.08E-03 4.24E-04 7.81E-05 1.31E-05 1.99E-06 2.74E-07 3.43E-08 3.90E-09 4.03E-10 3.79E-11 3.23E-12 2.50E-13 1.76E-14 1.13E-15
   9.50  1.143  2.50E+03 1.57E+03 1.15E+04 1.35E+02 2.37E+02 2.83E+02 2.75E+02 2.29E+02 1.67E+02 1.08E+02 6.25E+01 3.26E+01 1.53E+01 6.51E+00 2.51E+00 8.75E-01 2.78E-01 8.00E-02 2.10E-02 5.00E-03 1.09E-03 2.15E-04 3.86E-05 6.34E-06 9.47E-07 1.29E-07 1.60E-08 1.82E-09 1.88E-10 1.77E-11 1.52E-12 1.19E-13 8.53E-15
  10.00  1.172  3.64E+03 2.27E+03 1.71E+04 1.90E+02 3.33E+02 4.01E+02 3.95E+02 3.33E+02 2.48E+02 1.64E+02 9.76E+01 5.24E+01 2.54E+01 1.12E+01 4.49E+00 1.64E+00 5.45E-01 1.65E-01 4.57E-02 1.15E-02 2.66E-03 5.60E-04 1.08E-04 1.90E-05 3.06E-06 4.51E-07 6.08E-08 7.50E-09 8.46E-10 8.74E-11 8.26E-12 7.15E-13 5.67E-14
  11.00  1.230  8.44E+03 4.80E+03 3.75E+04 3.73E+02 6.60E+02 8.09E+02 8.12E+02 7.06E+02 5.43E+02 3.74E+02 2.33E+02 1.32E+02 6.79E+01 3.20E+01 1.38E+01 5.42E+00 1.96E+00 6.49E-01 1.98E-01 5.53E-02 1.42E-02 3.36E-03 7.30E-04 1.46E-04 2.68E-05 4.55E-06 7.09E-07 1.02E-07 1.34E-08 1.64E-09 1.84E-10 1.90E-11 1.80E-12
  12.00  1.284  1.86E+04 1.01E+04 8.22E+04 7.36E+02 1.31E+03 1.63E+03 1.67E+03 1.49E+03 1.18E+03 8.41E+02 5.45E+02 3.23E+02 1.75E+02 8.71E+01 3.99E+01 1.68E+01 6.53E+00 2.34E+00 7.74E-01 2.36E-01 6.68E-02 1.74E-02 4.21E-03 9.39E-04 1.94E-04 3.71E-05 6.56E-06 1.07E-06 1.63E-07 2.28E-08 2.97E-09 3.57E-10 3.98E-11
  13.00  1.337  3.98E+04 2.13E+04 1.78E+05 1.47E+03 2.63E+03 3.30E+03 3.43E+03 3.11E+03 2.52E+03 1.85E+03 1.24E+03 7.59E+02 4.28E+02 2.23E+02 1.07E+02 4.74E+01 1.95E+01 7.42E+00 2.62E+00 8.57E-01 2.60E-01 7.34E-02 1.92E-02 4.67E-03 1.05E-03 2.21E-04 4.31E-05 7.82E-06 1.32E-06 2.06E-07 3.01E-08 4.08E-09 5.13E-10
  14.00  1.387  8.37E+04 4.39E+04 3.78E+05 2.89E+03 5.22E+03 6.61E+03 6.94E+03 6.38E+03 5.26E+03 3.94E+03 2.70E+03 1.70E+03 9.89E+02 5.32E+02 2.65E+02 1.22E+02 5.24E+01 2.09E+01 7.74E+00 2.67E+00 8.57E-01 2.56E-01 7.13E-02 1.85E-02 4.47E-03 1.01E-03 2.12E-04 4.15E-05 7.58E-06 1.29E-06 2.05E-07 3.05E-08 4.21E-09
  15.00  1.436  1.72E+05 8.87E+04 7.81E+05 5.62E+03 1.02E+04 1.30E+04 1.38E+04 1.28E+04 1.07E+04 8.18E+03 5.73E+03 3.69E+03 2.21E+03 1.22E+03 6.28E+02 3.00E+02 1.34E+02 5.55E+01 2.15E+01 7.76E+00 2.62E+00 8.24E-01 2.42E-01 6.65E-02 1.71E-02 4.10E-03 9.20E-04 1.93E-04 3.79E-05 6.96E-06 1.19E-06 1.92E-07 2.88E-08
  16.00  1.483  3.48E+05 1.76E+05 1.58E+06 1.07E+04 1.95E+04 2.50E+04 2.68E+04 2.52E+04 2.14E+04 1.66E+04 1.18E+04 7.80E+03 4.77E+03 2.71E+03 1.43E+03 7.08E+02 3.26E+02 1.40E+02 5.65E+01 2.13E+01 7.48E+00 2.47E+00 7.62E-01 2.20E-01 5.97E-02 1.52E-02 3.61E-03 8.05E-04 1.68E-04 3.30E-05 6.07E-06 1.05E-06 1.69E-07
  17.00  1.529  6.92E+05 3.43E+05 3.15E+06 2.02E+04 3.69E+04 4.75E+04 5.13E+04 4.88E+04 4.19E+04 3.30E+04 2.39E+04 1.61E+04 1.00E+04 5.84E+03 3.17E+03 1.61E+03 7.64E+02 3.40E+02 1.42E+02 5.53E+01 2.03E+01 6.96E+00 2.25E+00 6.80E-01 1.93E-01 5.16E-02 1.30E-02 3.05E-03 6.76E-04 1.41E-04 2.75E-05 5.06E-06 8.75E-07
  18.00  1.573  1.35E+06 6.59E+05 6.16E+06 3.75E+04 6.87E+04 8.90E+04 9.67E+04 9.28E+04 8.07E+04 6.43E+04 4.73E+04 3.24E+04 2.06E+04 1.22E+04 6.81E+03 3.54E+03 1.73E+03 7.92E+02 3.41E+02 1.38E+02 5.22E+01 1.86E+01 6.25E+00 1.97E+00 5.86E-01 1.64E-01 4.31E-02 1.07E-02 2.49E-03 5.47E-04 1.13E-04 2.21E-05 4.05E-06
  19.00  1.616  2.60E+06 1.25E+06 1.19E+07 6.87E+04 1.26E+05 1.64E+05 1.80E+05 1.74E+05 1.53E+05 1.23E+05 9.19E+04 6.38E+04 4.14E+04 2.51E+04 1.42E+04 7.58E+03 3.79E+03 1.78E+03 7.90E+02 3.29E+02 1.29E+02 4.76E+01 1.66E+01 5.43E+00 1.68E+00 4.89E-01 1.34E-01 3.48E-02 8.52E-03 1.97E-03 4.28E-04 8.78E-05 1.70E-05
  20.00  1.658  4.92E+06 2.32E+06 2.25E+07 1.24E+05 2.29E+05 2.99E+05 3.29E+05 3.21E+05 2.85E+05 2.32E+05 1.75E+05 1.24E+05 8.14E+04 5.02E+04 2.91E+04 1.58E+04 8.10E+03 3.90E+03 1.77E+03 7.59E+02 3.07E+02 1.17E+02 4.20E+01 1.43E+01 4.57E+00 1.38E+00 3.96E-01 1.07E-01 2.73E-02 6.58E-03 1.50E-03 3.23E-04 6.59E-05
  22.50  1.759  3.09E+07 1.04E+07 1.05E+08 5.21E+05 9.65E+05 1.27E+06 1.42E+06 1.41E+06 1.27E+06 1.06E+06 8.25E+05 6.00E+05 4.09E+05 2.62E+05 1.58E+05 9.02E+04 4.85E+04 2.47E+04 1.19E+04 5.39E+03 2.32E+03 9.46E+02 3.66E+02 1.34E+02 4.64E+01 1.53E+01 4.75E+00 1.40E+00 3.94E-01 1.05E-01 2.64E-02 6.32E-03 1.43E-03
  25.00  1.854  1.39E+08 4.33E+07 4.51E+08 2.05E+06 3.80E+06 5.06E+06 5.69E+06 5.72E+06 5.26E+06 4.48E+06 3.57E+06 2.66E+06 1.87E+06 1.23E+06 7.72E+05 4.57E+05 2.56E+05 1.36E+05 6.86E+04 3.28E+04 1.49E+04 6.42E+03 2.63E+03 1.02E+03 3.79E+02 1.34E+02 4.47E+01 1.42E+01 4.31E+00 1.24E+00 3.41E-01 8.89E-02 2.21E-02
  30.00  2.031  3.27E+09 6.26E+08 6.89E+09 2.67E+07 5.00E+07 6.73E+07 7.70E+07 7.91E+07 7.47E+07 6.56E+07 5.41E+07 4.20E+07 3.08E+07 2.15E+07 1.42E+07 8.91E+06 5.33E+06 3.03E+06 1.65E+06 8.52E+05 4.20E+05 1.98E+05 8.91E+04 3.83E+04 1.57E+04 6.16E+03 2.31E+03 8.25E+02 2.82E+02 9.23E+01 2.89E+01 8.63E+00 2.47E+00
  40.00  2.345  7.43E+11 7.39E+10 8.88E+11 2.70E+09 5.10E+09 6.97E+09 8.16E+09 8.63E+09 8.44E+09 7.74E+09 6.69E+09 5.49E+09 4.29E+09 3.19E+09 2.27E+09 1.55E+09 1.01E+09 6.32E+08 3.79E+08 2.18E+08 1.21E+08 6.41E+07 3.27E+07 1.60E+07 7.56E+06 3.43E+06 1.49E+06 6.27E+05 2.53E+05 9.81E+04 3.67E+04 1.32E+04 4.56E+03
  50.00  2.622  5.10E+13 5.02E+12 6.44E+13 1.62E+11 3.09E+11 4.27E+11 5.08E+11 5.47E+11 5.48E+11 5.17E+11 4.61E+11 3.92E+11 3.19E+11 2.49E+11 1.86E+11 1.33E+11 9.22E+10 6.13E+10 3.93E+10 2.43E+10 1.45E+10 8.31E+09 4.61E+09 2.47E+09 1.27E+09 6.36E+08 3.06E+08 1.43E+08 6.41E+07 2.79E+07 1.17E+07 4.75E+06 1.86E+06
  60.00  2.872  2.34E+15 2.29E+14 3.09E+15 6.72E+12 1.28E+13 1.79E+13 2.15E+13 2.35E+13 2.39E+13 2.30E+13 2.10E+13 1.84E+13 1.54E+13 1.24E+13 9.57E+12 7.14E+12 5.14E+12 3.58E+12 2.40E+12 1.56E+12 9.82E+11 5.97E+11 3.52E+11 2.00E+11 1.11E+11 5.91E+10 3.06E+10 1.54E+10 7.47E+09 3.52E+09 1.61E+09 7.13E+08 3.06E+08
  70.00  3.102  7.92E+16 7.69E+15 1.09E+17 2.08E+14 4.00E+14 5.60E+14 6.78E+14 7.49E+14 7.73E+14 7.54E+14 7.01E+14 6.25E+14 5.35E+14 4.41E+14 3.51E+14 2.70E+14 2.00E+14 1.44E+14 1.00E+14 6.79E+13 4.44E+13 2.82E+13 1.74E+13 1.04E+13 6.04E+12 3.40E+12 1.86E+12 9.90E+11 5.11E+11 2.56E+11 1.25E+11 5.92E+10 2.72E+10
  80.00  3.316  2.11E+18 2.03E+17 2.98E+18 5.13E+15 9.87E+15 1.39E+16 1.69E+16 1.89E+16 1.97E+16 1.94E+16 1.83E+16 1.66E+16 1.44E+16 1.21E+16 9.87E+15 7.77E+15 5.92E+15 4.38E+15 3.14E+15 2.19E+15 1.48E+15 9.73E+14 6.22E+14 3.86E+14 2.33E+14 1.37E+14 7.85E+13 4.37E+13 2.36E+13 1.25E+13 6.39E+12 3.19E+12 1.55E+12
  90.00  3.517  4.61E+19 4.40E+18 6.68E+19 1.05E+17 2.02E+17 2.85E+17 3.50E+17 3.92E+17 4.12E+17 4.11E+17 3.92E+17 3.60E+17 3.18E+17 2.72E+17 2.25E+17 1.80E+17 1.40E+17 1.06E+17 7.79E+16 5.57E+16 3.87E+16 2.62E+16 1.72E+16 1.10E+16 6.90E+15 4.20E+15 2.49E+15 1.44E+15 8.09E+14 4.44E+14 2.38E+14 1.24E+14 6.31E+13
 100.00  3.707  8.56E+20 8.10E+19 1.26E+21 1.82E+18 3.53E+18 5.00E+18 6.15E+18 6.94E+18 7.35E+18 7.39E+18 7.12E+18 6.60E+18 5.91E+18 5.12E+18 4.30E+18 3.50E+18 2.77E+18 2.13E+18 1.60E+18 1.17E+18 8.30E+17 5.75E+17 3.88E+17 2.55E+17 1.64E+17 1.03E+17 6.27E+16 3.74E+16 2.18E+16 1.24E+16 6.85E+15 3.71E+15 1.96E+15
 110.00  3.888  1.38E+22 1.30E+21 2.08E+22 2.78E+19 5.38E+19 7.64E+19 9.44E+19 1.07E+20 1.14E+20 1.16E+20 1.12E+20 1.05E+20 9.50E+19 8.32E+19 7.08E+19 5.85E+19 4.70E+19 3.68E+19 2.80E+19 2.08E+19 1.51E+19 1.07E+19 7.36E+18 4.95E+18 3.26E+18 2.09E+18 1.31E+18 8.03E+17 4.80E+17 2.81E+17 1.60E+17 8.96E+16 4.89E+16
 120.00  4.061  1.97E+23 1.83E+22 3.01E+23 3.76E+20 7.29E+20 1.04E+21 1.29E+21 1.47E+21 1.57E+21 1.60E+21 1.57E+21 1.48E+21 1.35E+21 1.19E+21 1.03E+21 8.58E+20 6.98E+20 5.54E+20 4.29E+20 3.24E+20 2.38E+20 1.71E+20 1.21E+20 8.27E+19 5.55E+19 3.64E+19 2.34E+19 1.46E+19 8.98E+18 5.38E+18 3.16E+18 1.81E+18 1.02E+18
 130.00  4.227  2.53E+24 2.33E+23 3.92E+24 4.60E+21 8.92E+21 1.27E+22 1.58E+22 1.81E+22 1.95E+22 2.00E+22 1.97E+22 1.87E+22 1.72E+22 1.53E+22 1.33E+22 1.12E+22 9.26E+21 7.44E+21 5.83E+21 4.46E+21 3.33E+21 2.44E+21 1.74E+21 1.22E+21 8.31E+20 5.55E+20 3.63E+20 2.32E+20 1.46E+20 8.92E+19 5.36E+19 3.15E+19 1.81E+19
 140.00  4.387  2.96E+25 2.70E+24 4.63E+25 5.12E+22 9.96E+22 1.42E+23 1.78E+23 2.04E+23 2.20E+23 2.27E+23 2.24E+23 2.14E+23 1.99E+23 1.79E+23 1.57E+23 1.33E+23 1.11E+23 9.01E+22 7.14E+22 5.54E+22 4.19E+22 3.11E+22 2.25E+22 1.60E+22 1.11E+22 7.53E+21 5.01E+21 3.27E+21 2.09E+21 1.30E+21 7.99E+20 4.80E+20 2.82E+20
 150.00  4.541  3.17E+26 2.88E+25 5.01E+26 5.26E+23 1.02E+24 1.47E+24 1.83E+24 2.11E+24 2.29E+24 2.37E+24 2.35E+24 2.26E+24 2.11E+24 1.91E+24 1.69E+24 1.45E+24 1.22E+24 9.98E+23 7.99E+23 6.26E+23 4.80E+23 3.60E+23 2.64E+23 1.90E+23 1.34E+23 9.23E+22 6.24E+22 4.13E+22 2.68E+22 1.71E+22 1.07E+22 6.52E+21 3.91E+21
 160.00  4.690  3.15E+27 2.84E+26 5.03E+27 5.02E+24 9.78E+24 1.40E+25 1.76E+25 2.03E+25 2.20E+25 2.29E+25 2.29E+25 2.21E+25 2.07E+25 1.89E+25 1.68E+25 1.46E+25 1.23E+25 1.02E+25 8.23E+24 6.51E+24 5.04E+24 3.83E+24 2.84E+24 2.07E+24 1.48E+24 1.03E+24 7.08E+23 4.76E+23 3.14E+23 2.03E+23 1.29E+23 8.01E+22 4.89E+22
