                    ************************************************************************************************
                    *  Z= 29 A= 61: Positive-Parity Spin-dependent Level Density [MeV-1] for Cu 61 and ldmodel= 2  *
   4.25  0.814  5.27E+01 4.30E+01 2.44E+02 5.68E+00 9.19E+00 9.67E+00 7.84E+00 5.18E+00 2.85E+00 1.32E+00 5.21E-01 1.75E-01 5.06E-02 1.25E-02 2.68E-03 4.92E-04 7.81E-05 1.07E-05 1.26E-06 1.29E-07 1.14E-08 8.73E-10 5.78E-11 3.31E-12 1.64E-13 7.04E-15 2.62E-16 8.43E-18 2.35E-19 5.69E-21 1.19E-22 2.16E-24 3.40E-26
   4.50  0.838  6.59E+01 5.30E+01 3.07E+02 6.75E+00 1.10E+01 1.17E+01 9.71E+00 6.57E+00 3.72E+00 1.79E+00 7.36E-01 2.60E-01 7.91E-02 2.08E-02 4.73E-03 9.32E-04 1.59E-04 2.36E-05 3.05E-06 3.41E-07 3.33E-08 2.82E-09 2.08E-10 1.33E-11 7.45E-13 3.62E-14 1.54E-15 5.67E-17 1.82E-18 5.10E-20 1.25E-21 2.65E-23 4.91E-25
   4.75  0.861  8.22E+01 6.51E+01 3.86E+02 8.00E+00 1.31E+01 1.42E+01 1.20E+01 8.28E+00 4.83E+00 2.40E+00 1.03E+00 3.78E-01 1.21E-01 3.35E-02 8.09E-03 1.70E-03 3.12E-04 4.98E-05 6.95E-06 8.48E-07 9.04E-08 8.42E-09 6.87E-10 4.90E-11 3.05E-12 1.67E-13 7.97E-15 3.34E-16 1.22E-17 3.93E-19 1.10E-20 2.72E-22 5.86E-24
   5.00  0.883  1.02E+02 7.98E+01 4.84E+02 9.47E+00 1.57E+01 1.71E+01 1.47E+01 1.04E+01 6.22E+00 3.19E+00 1.41E+00 5.42E-01 1.81E-01 5.29E-02 1.35E-02 3.01E-03 5.87E-04 1.01E-04 1.51E-05 1.99E-06 2.31E-07 2.35E-08 2.10E-09 1.65E-10 1.14E-11 6.95E-13 3.72E-14 1.75E-15 7.23E-17 2.63E-18 8.44E-20 2.38E-21 5.91E-23
   5.50  0.926  1.62E+02 1.19E+02 7.51E+02 1.32E+01 2.22E+01 2.48E+01 2.19E+01 1.61E+01 1.01E+01 5.47E+00 2.58E+00 1.07E+00 3.87E-01 1.23E-01 3.47E-02 8.62E-03 1.89E-03 3.67E-04 6.29E-05 9.56E-06 1.29E-06 1.53E-07 1.62E-08 1.52E-09 1.26E-10 9.31E-12 6.09E-13 3.53E-14 1.82E-15 8.30E-17 3.37E-18 1.21E-19 3.87E-21
   6.00  0.968  2.50E+02 1.76E+02 1.15E+03 1.84E+01 3.12E+01 3.55E+01 3.22E+01 2.45E+01 1.60E+01 9.11E+00 4.55E+00 2.00E+00 7.79E-01 2.69E-01 8.24E-02 2.25E-02 5.45E-03 1.18E-03 2.27E-04 3.90E-05 5.99E-06 8.20E-07 1.00E-07 1.09E-08 1.07E-09 9.32E-11 7.26E-12 5.06E-13 3.15E-14 1.76E-15 8.74E-17 3.89E-18 1.55E-19
   6.50  1.007  3.79E+02 2.59E+02 1.76E+03 2.55E+01 4.36E+01 5.05E+01 4.68E+01 3.67E+01 2.49E+01 1.48E+01 7.75E+00 3.61E+00 1.50E+00 5.53E-01 1.83E-01 5.41E-02 1.43E-02 3.41E-03 7.28E-04 1.39E-04 2.40E-05 3.71E-06 5.16E-07 6.45E-08 7.26E-09 7.34E-10 6.68E-11 5.47E-12 4.03E-13 2.67E-14 1.59E-15 8.57E-17 4.15E-18
   7.00  1.045  5.68E+02 3.77E+02 2.64E+03 3.52E+01 6.07E+01 7.13E+01 6.75E+01 5.43E+01 3.80E+01 2.34E+01 1.29E+01 6.29E+00 2.75E+00 1.08E+00 3.83E-01 1.22E-01 3.50E-02 9.05E-03 2.12E-03 4.46E-04 8.51E-05 1.47E-05 2.28E-06 3.22E-07 4.10E-08 4.73E-09 4.94E-10 4.67E-11 3.99E-12 3.09E-13 2.17E-14 1.37E-15 7.90E-17
   7.50  1.082  8.40E+02 5.45E+02 3.95E+03 4.83E+01 8.41E+01 1.00E+02 9.64E+01 7.93E+01 5.72E+01 3.65E+01 2.08E+01 1.06E+01 4.90E+00 2.03E+00 7.64E-01 2.60E-01 7.99E-02 2.23E-02 5.65E-03 1.30E-03 2.72E-04 5.15E-05 8.89E-06 1.39E-06 1.99E-07 2.58E-08 3.04E-09 3.27E-10 3.19E-11 2.84E-12 2.30E-13 1.69E-14 1.13E-15
   8.00  1.117  1.23E+03 7.84E+02 5.85E+03 6.61E+01 1.16E+02 1.39E+02 1.37E+02 1.15E+02 8.49E+01 5.59E+01 3.30E+01 1.76E+01 8.45E+00 3.69E+00 1.46E+00 5.27E-01 1.73E-01 5.16E-02 1.41E-02 3.50E-03 7.93E-04 1.64E-04 3.10E-05 5.35E-06 8.45E-07 1.22E-07 1.60E-08 1.93E-09 2.13E-10 2.14E-11 1.97E-12 1.66E-13 1.28E-14
   8.50  1.152  1.79E+03 1.12E+03 8.59E+03 9.01E+01 1.59E+02 1.93E+02 1.92E+02 1.65E+02 1.25E+02 8.43E+01 5.14E+01 2.84E+01 1.42E+01 6.48E+00 2.70E+00 1.02E+00 3.56E-01 1.13E-01 3.29E-02 8.77E-03 2.14E-03 4.80E-04 9.85E-05 1.85E-05 3.21E-06 5.08E-07 7.40E-08 9.89E-09 1.21E-09 1.37E-10 1.41E-11 1.34E-12 1.17E-13
   9.00  1.185  2.59E+03 1.59E+03 1.25E+04 1.22E+02 2.17E+02 2.66E+02 2.68E+02 2.34E+02 1.81E+02 1.26E+02 7.88E+01 4.49E+01 2.33E+01 1.11E+01 4.82E+00 1.92E+00 7.04E-01 2.36E-01 7.30E-02 2.07E-02 5.42E-03 1.30E-03 2.88E-04 5.87E-05 1.10E-05 1.91E-06 3.04E-07 4.46E-08 6.04E-09 7.53E-10 8.66E-11 9.19E-12 8.98E-13
   9.50  1.218  3.71E+03 2.25E+03 1.81E+04 1.65E+02 2.95E+02 3.65E+02 3.73E+02 3.30E+02 2.60E+02 1.85E+02 1.19E+02 6.99E+01 3.76E+01 1.85E+01 8.39E+00 3.49E+00 1.34E+00 4.74E-01 1.55E-01 4.65E-02 1.29E-02 3.32E-03 7.86E-04 1.72E-04 3.48E-05 6.52E-06 1.13E-06 1.81E-07 2.67E-08 3.66E-09 4.64E-10 5.43E-11 5.89E-12
  10.00  1.249  5.29E+03 3.16E+03 2.61E+04 2.23E+02 4.00E+02 4.99E+02 5.15E+02 4.63E+02 3.71E+02 2.69E+02 1.78E+02 1.07E+02 5.94E+01 3.03E+01 1.42E+01 6.17E+00 2.47E+00 9.16E-01 3.14E-01 9.96E-02 2.93E-02 7.97E-03 2.01E-03 4.71E-04 1.02E-04 2.05E-05 3.84E-06 6.64E-07 1.07E-07 1.59E-08 2.20E-09 2.83E-10 3.37E-11
  11.00  1.310  1.14E+04 6.14E+03 5.31E+04 4.01E+02 7.25E+02 9.18E+02 9.66E+02 8.91E+02 7.38E+02 5.55E+02 3.82E+02 2.42E+02 1.42E+02 7.66E+01 3.84E+01 1.79E+01 7.74E+00 3.11E+00 1.17E+00 4.06E-01 1.32E-01 3.99E-02 1.12E-02 2.96E-03 7.25E-04 1.66E-04 3.54E-05 7.04E-06 1.31E-06 2.27E-07 3.67E-08 5.54E-09 7.81E-10
  12.00  1.368  2.32E+04 1.18E+04 1.06E+05 7.21E+02 1.31E+03 1.68E+03 1.79E+03 1.69E+03 1.43E+03 1.11E+03 7.87E+02 5.17E+02 3.15E+02 1.79E+02 9.42E+01 4.63E+01 2.12E+01 9.10E+00 3.64E+00 1.36E+00 4.78E-01 1.57E-01 4.80E-02 1.38E-02 3.71E-03 9.36E-04 2.21E-04 4.90E-05 1.02E-05 1.98E-06 3.60E-07 6.15E-08 9.86E-09
  13.00  1.424  4.56E+04 2.24E+04 2.06E+05 1.32E+03 2.41E+03 3.10E+03 3.34E+03 3.18E+03 2.73E+03 2.15E+03 1.56E+03 1.05E+03 6.55E+02 3.81E+02 2.07E+02 1.05E+02 4.99E+01 2.22E+01 9.25E+00 3.61E+00 1.32E+00 4.55E-01 1.47E-01 4.45E-02 1.27E-02 3.38E-03 8.49E-04 2.00E-04 4.44E-05 9.24E-06 1.81E-06 3.33E-07 5.75E-08
  14.00  1.478  8.75E+04 4.19E+04 3.93E+05 2.37E+03 4.35E+03 5.64E+03 6.13E+03 5.89E+03 5.13E+03 4.10E+03 3.02E+03 2.07E+03 1.32E+03 7.88E+02 4.40E+02 2.30E+02 1.13E+02 5.18E+01 2.24E+01 9.07E+00 3.46E+00 1.24E+00 4.19E-01 1.33E-01 3.98E-02 1.12E-02 2.97E-03 7.40E-04 1.74E-04 3.85E-05 8.03E-06 1.58E-06 2.92E-07
  15.00  1.530  1.65E+05 7.72E+04 7.39E+05 4.22E+03 7.76E+03 1.01E+04 1.11E+04 1.07E+04 9.46E+03 7.66E+03 5.74E+03 4.00E+03 2.61E+03 1.59E+03 9.07E+02 4.86E+02 2.45E+02 1.16E+02 5.18E+01 2.18E+01 8.60E+00 3.21E+00 1.13E+00 3.73E-01 1.17E-01 3.44E-02 9.57E-03 2.51E-03 6.22E-04 1.46E-04 3.21E-05 6.69E-06 1.32E-06
  16.00  1.580  3.05E+05 1.40E+05 1.37E+06 7.42E+03 1.37E+04 1.79E+04 1.97E+04 1.93E+04 1.72E+04 1.41E+04 1.07E+04 7.58E+03 5.03E+03 3.12E+03 1.82E+03 1.00E+03 5.17E+02 2.52E+02 1.16E+02 5.01E+01 2.05E+01 7.90E+00 2.88E+00 9.91E-01 3.23E-01 9.92E-02 2.88E-02 7.92E-03 2.06E-03 5.06E-04 1.18E-04 2.58E-05 5.37E-06
  17.00  1.629  5.56E+05 2.51E+05 2.49E+06 1.29E+04 2.38E+04 3.13E+04 3.47E+04 3.42E+04 3.08E+04 2.55E+04 1.96E+04 1.41E+04 9.50E+03 6.01E+03 3.58E+03 2.01E+03 1.06E+03 5.29E+02 2.50E+02 1.11E+02 4.68E+01 1.86E+01 7.03E+00 2.51E+00 8.46E-01 2.70E-01 8.18E-02 2.34E-02 6.36E-03 1.64E-03 3.98E-04 9.19E-05 2.01E-05
  18.00  1.676  1.00E+06 4.44E+05 4.48E+06 2.21E+04 4.10E+04 5.41E+04 6.03E+04 5.99E+04 5.43E+04 4.54E+04 3.54E+04 2.58E+04 1.76E+04 1.13E+04 6.87E+03 3.93E+03 2.12E+03 1.08E+03 5.23E+02 2.39E+02 1.04E+02 4.24E+01 1.65E+01 6.07E+00 2.12E+00 7.01E-01 2.20E-01 6.55E-02 1.85E-02 4.96E-03 1.26E-03 3.04E-04 6.97E-05
  19.00  1.722  1.78E+06 7.77E+05 7.96E+06 3.76E+04 6.99E+04 9.26E+04 1.04E+05 1.04E+05 9.47E+04 8.00E+04 6.30E+04 4.64E+04 3.22E+04 2.10E+04 1.29E+04 7.54E+03 4.15E+03 2.16E+03 1.07E+03 5.00E+02 2.22E+02 9.34E+01 3.73E+01 1.42E+01 5.10E+00 1.74E+00 5.66E-01 1.74E-01 5.11E-02 1.42E-02 3.76E-03 9.46E-04 2.26E-04
  20.00  1.767  3.12E+06 1.34E+06 1.40E+07 6.34E+04 1.18E+05 1.57E+05 1.76E+05 1.77E+05 1.63E+05 1.39E+05 1.10E+05 8.24E+04 5.78E+04 3.83E+04 2.40E+04 1.42E+04 7.95E+03 4.22E+03 2.13E+03 1.02E+03 4.63E+02 2.00E+02 8.19E+01 3.19E+01 1.18E+01 4.16E+00 1.39E+00 4.44E-01 1.35E-01 3.88E-02 1.06E-02 2.78E-03 6.90E-04
  22.50  1.874  1.57E+07 5.04E+06 5.42E+07 2.24E+05 4.18E+05 5.60E+05 6.37E+05 6.49E+05 6.06E+05 5.26E+05 4.28E+05 3.27E+05 2.36E+05 1.61E+05 1.04E+05 6.40E+04 3.73E+04 2.07E+04 1.09E+04 5.47E+03 2.62E+03 1.19E+03 5.17E+02 2.14E+02 8.43E+01 3.17E+01 1.14E+01 3.89E+00 1.27E+00 3.96E-01 1.18E-01 3.34E-02 9.03E-03
  25.00  1.975  6.03E+07 1.78E+07 1.98E+08 7.50E+05 1.41E+06 1.89E+06 2.17E+06 2.24E+06 2.12E+06 1.87E+06 1.55E+06 1.21E+06 8.93E+05 6.26E+05 4.16E+05 2.64E+05 1.59E+05 9.13E+04 5.00E+04 2.61E+04 1.30E+04 6.21E+03 2.83E+03 1.23E+03 5.12E+02 2.03E+02 7.73E+01 2.81E+01 9.76E+00 3.24E+00 1.03E+00 3.14E-01 9.13E-02
  30.00  2.164  1.02E+09 1.92E+08 2.25E+09 7.36E+06 1.39E+07 1.89E+07 2.20E+07 2.30E+07 2.23E+07 2.02E+07 1.72E+07 1.39E+07 1.06E+07 7.77E+06 5.41E+06 3.60E+06 2.29E+06 1.39E+06 8.10E+05 4.52E+05 2.42E+05 1.24E+05 6.08E+04 2.87E+04 1.30E+04 5.64E+03 2.35E+03 9.40E+02 3.61E+02 1.33E+02 4.72E+01 1.61E+01 5.25E+00
  40.00  2.499  1.40E+11 1.39E+10 1.76E+11 4.58E+08 8.72E+08 1.20E+09 1.43E+09 1.53E+09 1.53E+09 1.43E+09 1.27E+09 1.08E+09 8.69E+08 6.72E+08 4.98E+08 3.55E+08 2.43E+08 1.60E+08 1.01E+08 6.18E+07 3.64E+07 2.06E+07 1.13E+07 5.95E+06 3.03E+06 1.49E+06 7.04E+05 3.22E+05 1.42E+05 6.07E+04 2.50E+04 9.94E+03 3.82E+03
  50.00  2.793  6.41E+12 6.27E+11 8.46E+12 1.85E+10 3.53E+10 4.92E+10 5.90E+10 6.45E+10 6.57E+10 6.31E+10 5.76E+10 5.03E+10 4.20E+10 3.38E+10 2.61E+10 1.95E+10 1.40E+10 9.73E+09 6.53E+09 4.23E+09 2.66E+09 1.61E+09 9.47E+08 5.39E+08 2.97E+08 1.58E+08 8.18E+07 4.10E+07 1.99E+07 9.34E+06 4.26E+06 1.88E+06 8.05E+05
  60.00  3.060  2.07E+14 2.01E+13 2.85E+14 5.39E+11 1.03E+12 1.45E+12 1.76E+12 1.94E+12 2.01E+12 1.96E+12 1.83E+12 1.63E+12 1.40E+12 1.16E+12 9.24E+11 7.12E+11 5.31E+11 3.83E+11 2.68E+11 1.82E+11 1.20E+11 7.63E+10 4.73E+10 2.84E+10 1.66E+10 9.39E+09 5.17E+09 2.77E+09 1.44E+09 7.25E+08 3.56E+08 1.70E+08 7.87E+07
  70.00  3.305  5.13E+15 4.92E+14 7.29E+15 1.22E+13 2.35E+13 3.32E+13 4.05E+13 4.52E+13 4.72E+13 4.68E+13 4.43E+13 4.02E+13 3.52E+13 2.98E+13 2.43E+13 1.92E+13 1.48E+13 1.10E+13 7.93E+12 5.57E+12 3.80E+12 2.52E+12 1.62E+12 1.02E+12 6.21E+11 3.69E+11 2.13E+11 1.20E+11 6.57E+10 3.50E+10 1.82E+10 9.21E+09 4.54E+09
  80.00  3.533  1.03E+17 9.77E+15 1.50E+17 2.27E+14 4.38E+14 6.19E+14 7.61E+14 8.55E+14 9.02E+14 9.04E+14 8.66E+14 7.98E+14 7.09E+14 6.10E+14 5.08E+14 4.10E+14 3.22E+14 2.45E+14 1.82E+14 1.31E+14 9.21E+13 6.30E+13 4.19E+13 2.72E+13 1.72E+13 1.06E+13 6.38E+12 3.74E+12 2.14E+12 1.19E+12 6.48E+11 3.44E+11 1.78E+11
  90.00  3.748  1.73E+18 1.63E+17 2.58E+18 3.56E+15 6.89E+15 9.78E+15 1.21E+16 1.37E+16 1.45E+16 1.47E+16 1.42E+16 1.32E+16 1.19E+16 1.04E+16 8.80E+15 7.23E+15 5.78E+15 4.50E+15 3.40E+15 2.51E+15 1.81E+15 1.27E+15 8.66E+14 5.78E+14 3.77E+14 2.39E+14 1.49E+14 9.01E+13 5.33E+13 3.08E+13 1.74E+13 9.60E+12 5.18E+12
 100.00  3.951  2.52E+19 2.35E+18 3.83E+19 4.87E+16 9.43E+16 1.34E+17 1.66E+17 1.89E+17 2.02E+17 2.06E+17 2.01E+17 1.89E+17 1.73E+17 1.52E+17 1.31E+17 1.09E+17 8.84E+16 6.99E+16 5.39E+16 4.05E+16 2.97E+16 2.13E+16 1.49E+16 1.02E+16 6.80E+15 4.44E+15 2.83E+15 1.76E+15 1.08E+15 6.41E+14 3.74E+14 2.13E+14 1.19E+14
 110.00  4.143  3.23E+20 2.98E+19 4.99E+20 5.89E+17 1.14E+18 1.63E+18 2.03E+18 2.32E+18 2.49E+18 2.55E+18 2.51E+18 2.39E+18 2.19E+18 1.96E+18 1.70E+18 1.43E+18 1.18E+18 9.45E+17 7.40E+17 5.66E+17 4.22E+17 3.08E+17 2.20E+17 1.53E+17 1.05E+17 6.98E+16 4.56E+16 2.91E+16 1.82E+16 1.11E+16 6.67E+15 3.91E+15 2.25E+15
 120.00  4.328  3.72E+21 3.40E+20 5.82E+21 6.42E+18 1.25E+19 1.79E+19 2.23E+19 2.55E+19 2.76E+19 2.84E+19 2.82E+19 2.69E+19 2.50E+19 2.25E+19 1.97E+19 1.68E+19 1.40E+19 1.14E+19 9.01E+18 6.99E+18 5.30E+18 3.93E+18 2.85E+18 2.02E+18 1.41E+18 9.56E+17 6.37E+17 4.16E+17 2.66E+17 1.66E+17 1.02E+17 6.13E+16 3.61E+16
 130.00  4.504  3.89E+22 3.51E+21 6.15E+22 6.38E+19 1.24E+20 1.78E+20 2.23E+20 2.56E+20 2.78E+20 2.88E+20 2.87E+20 2.76E+20 2.58E+20 2.34E+20 2.07E+20 1.78E+20 1.50E+20 1.23E+20 9.87E+19 7.75E+19 5.95E+19 4.48E+19 3.30E+19 2.38E+19 1.68E+19 1.16E+19 7.88E+18 5.24E+18 3.41E+18 2.18E+18 1.37E+18 8.39E+17 5.05E+17
 140.00  4.674  3.73E+23 3.34E+22 5.96E+23 5.85E+20 1.14E+21 1.63E+21 2.05E+21 2.37E+21 2.58E+21 2.68E+21 2.68E+21 2.60E+21 2.44E+21 2.23E+21 1.99E+21 1.72E+21 1.46E+21 1.21E+21 9.85E+20 7.82E+20 6.08E+20 4.63E+20 3.45E+20 2.52E+20 1.81E+20 1.27E+20 8.76E+19 5.92E+19 3.93E+19 2.55E+19 1.63E+19 1.02E+19 6.27E+18
 150.00  4.838  3.31E+24 2.94E+23 5.35E+24 4.97E+21 9.69E+21 1.39E+22 1.75E+22 2.03E+22 2.21E+22 2.31E+22 2.33E+22 2.26E+22 2.14E+22 1.97E+22 1.76E+22 1.54E+22 1.32E+22 1.11E+22 9.05E+21 7.26E+21 5.70E+21 4.39E+21 3.31E+21 2.45E+21 1.78E+21 1.27E+21 8.87E+20 6.09E+20 4.10E+20 2.71E+20 1.76E+20 1.12E+20 7.01E+19
 160.00  4.997  2.75E+25 2.42E+24 4.47E+25 3.96E+22 7.72E+22 1.11E+23 1.40E+23 1.62E+23 1.78E+23 1.86E+23 1.88E+23 1.84E+23 1.75E+23 1.62E+23 1.46E+23 1.29E+23 1.11E+23 9.35E+22 7.72E+22 6.25E+22 4.96E+22 3.86E+22 2.94E+22 2.20E+22 1.62E+22 1.17E+22 8.26E+21 5.74E+21 3.92E+21 2.63E+21 1.73E+21 1.12E+21 7.13E+20
