 61Cu   61   29  122  163   46   10   11.710600    4.800270
  1   0.000000   1.5 -1  1.200E+04  0 u                    3/2-  1 =  1.0000E+02 %EC+%B+                                                                                                                                                                                                        0.000000       
  2   0.475100   0.5 -1  6.600E-13  1 u                    1/2-  0                                                                                                                                                                                                                              0.000000       
                                          4      1.302  9.896E-02  9.898E-02  1.650E-04
 21   2.627150   5.5 -1  3.500E-13  3 u                   11/2-  0                                                                                                                                                                                                                              0.000000       
                                         14      0.290  1.628E-02  1.639E-02  7.000E-03
                                         13      0.332  2.585E-02  2.598E-02  4.800E-03
                                          4      1.317  9.575E-01  9.576E-01  1.790E-04
 22   2.684120   1.5 -1  8.500E-14  3 u                    3/2-  0                                                                                                                                                                                                                              0.000000       
                                          5      1.290  2.701E-02  2.702E-02  1.650E-04
                                          2      2.209  5.403E-01  5.405E-01  4.300E-04
                                          1      2.684  4.322E-01  4.325E-01  6.300E-04
 23   2.720710   4.5  1  2.800E-12  5 u                    9/2+  0                                                                                                                                                                                                                              0.000000       
                                         20      0.110  4.575E-02  4.781E-02  4.500E-02
                                         16      0.321  1.213E-02  1.215E-02  1.840E-03
                                         10      0.777  1.378E-02  1.378E-02  2.000E-04
                                          7      0.988  3.748E-01  3.749E-01  1.230E-04
                                          4      1.410  5.512E-01  5.514E-01  2.520E-04
 24   2.728340   3.5 -1  2.300E-13  4 u                    7/2-  0                                                                                                                                                                                                                              0.000000       
                                         16      0.329  2.710E-02  2.723E-02  5.000E-03
                                         12      0.525  3.914E-02  3.919E-02  1.200E-03
                                          4      1.418  3.312E-01  3.312E-01  1.606E-04
                                          3      1.758  6.022E-01  6.023E-01  2.650E-04
 25   2.792630   2.5 -1  1.160E-13  3 u                    5/2-  0                                                                                                                                                                                                                              0.000000       
                                          6      1.132  9.996E-02  9.998E-02  1.890E-04
                                          4      1.482  4.453E-01  4.454E-01  1.790E-04
                                          1      2.792  4.544E-01  4.547E-01  6.800E-04
 26   2.840490   1.5 -1  1.000E-15  2 c               1/2-,3/2-  0                                                                                                                                                                                                                              0.000000       
                                         11      0.752  5.568E-01  5.570E-01  4.800E-04
                                          1      2.842  4.426E-01  4.430E-01  7.000E-04
 27   2.857100   1.5 -1  1.000E-15  2 c               1/2-,3/2-  0                                                                                                                                                                                                                              0.000000       
                                          2      2.381  1.999E-01  2.000E-01  5.100E-04
                                          1      2.857  7.995E-01  8.000E-01  7.100E-04
 28   2.924200   3.5  1  2.700E-13  6 g                       -  0                                                                                                                                                                                                                              0.000000       
                                         21      0.297  4.378E-02  4.505E-02  2.900E-02
                                         20      0.312  2.381E-02  2.386E-02  1.990E-03
                                         16      0.525  4.378E-02  4.380E-02  4.990E-04
                                         13      0.629  2.612E-02  2.612E-02  3.220E-04
                                         10      0.981  9.294E-02  9.295E-02  1.240E-04
                                          7      1.192  7.681E-01  7.682E-01  1.310E-04
 29   2.932740   1.5 -1  6.500E-14  3 u                    3/2-  0                                                                                                                                                                                                                              0.000000       
                                          5      1.539  1.023E-01  1.023E-01  1.910E-04
                                          2      2.458  7.870E-01  7.874E-01  5.400E-04
                                          1      2.932  1.102E-01  1.103E-01  7.400E-04
 30   3.001610   2.5  1  1.700E-13  3 u                     5/2  0                                                                                                                                                                                                                              0.000000       
                                         12      0.798  1.353E-01  1.353E-01  1.890E-04
                                          5      1.607  2.597E-01  2.598E-01  3.900E-04
                                          1      3.003  6.041E-01  6.048E-01  1.245E-03
 31   3.015720   5.5 -1  2.900E-13  3 u                   11/2-  0                                                                                                                                                                                                                              0.000000       
                                         14      0.679  1.370E-01  1.371E-01  6.200E-04
                                         13      0.721  1.341E-01  1.341E-01  4.410E-04
                                          4      1.705  7.286E-01  7.288E-01  2.590E-04
 32   3.019300   1.5 -1  6.900E-14  2 u                    3/2-  0                                                                                                                                                                                                                              0.000000       
                                          2      2.544  7.088E-01  7.092E-01  5.560E-04
                                          1      3.019  2.906E-01  2.908E-01  7.700E-04
 33   3.037000   0.5  1  1.000E-15  0 n                          0                                                                                                                                                                                                                              0.000000       
 34   3.042000   2.5  1  1.000E-15  2 g                          0                                                                                                                                                                                                                              0.000000       
                                          2      2.566  6.168E-01  6.171E-01  4.100E-04
                                          1      3.042  3.824E-01  3.829E-01  1.264E-03
 35   3.065540   1.5 -1  4.000E-14  4 u                    3/2-  0                                                                                                                                                                                                                              0.000000       
                                         15      0.706  9.762E-02  9.768E-02  5.600E-04
                                          8      1.161  3.905E-01  3.906E-01  1.810E-04
                                          5      1.672  3.085E-01  3.086E-01  2.270E-04
                                          1      3.066  2.031E-01  2.032E-01  7.900E-04
 36   3.092100   1.5 -1  3.300E-14  1 u                    3/2-  0                                                                                                                                                                                                                              0.000000       
                                          1      3.092  9.992E-01  1.000E+00  8.000E-04
 37   3.198580   3.5 -1  1.000E-15  3 g                          0                                                                                                                                                                                                                              0.000000       
                                         10      1.256  2.614E-01  2.615E-01  1.670E-04
                                          7      1.466  4.586E-01  4.587E-01  1.760E-04
                                          5      1.804  2.798E-01  2.798E-01  2.710E-04
 38   3.249000   3.5  1  1.000E-15  0 n                          0                                                                                                                                                                                                                              0.000000       
 39   3.259780   5.5 -1  3.500E-13  4 u                 11/2(-)  0                                                                                                                                                                                                                              0.000000       
                                         21      0.633  0.000E+00  0.000E+00  7.400E-04
                                         20      0.648  3.961E-01  3.963E-01  6.900E-04
                                         13      0.965  1.320E-01  1.321E-01  2.700E-04
                                          7      1.527  4.715E-01  4.716E-01  2.040E-04
 40   3.277100   3.5  1  1.000E-15  1 c             (7/2+,9/2+)  0                                                                                                                                                                                                                              0.000000       
                                          1      3.277  9.994E-01  1.000E+00  6.400E-04
 41   3.323100   3.5 -1  1.000E-15  1 g                          0                                                                                                                                                                                                                              0.000000       
                                          4      2.013  9.997E-01  1.000E+00  3.500E-04
 42   3.357000   0.5  1  1.000E-15  0 n                          0                                                                                                                                                                                                                              0.000000       
 43   3.372700   4.5  1  1.000E-15  1 u                   (9/2)  0                                                                                                                                                                                                                              0.000000       
                                          7      1.641  9.996E-01  1.000E+00  4.150E-04
 44   3.406000   1.5  1  1.000E-15  0 c               3/2+,5/2+  0                                                                                                                                                                                                                              0.000000       
 45   3.437000   0.5  1  1.000E-15  0 n                          0                                                                                                                                                                                                                              0.000000       
 46   3.454400   2.5  1  1.000E-15  3 c               3/2+,5/2+  0                                                                                                                                                                                                                              0.000000       
                                         16      1.056  5.079E-02  5.079E-02  1.080E-04
                                          7      1.722  2.017E-01  2.018E-01  4.730E-04
                                          4      2.144  7.469E-01  7.475E-01  7.620E-04
 47   3.521200  -1.0  0  1.000E-15  1            1/2-,3/2-,5/2-  0                                                                                                                                                                                                                              0.000000       
                                          1      3.521  1.000E+00  1.000E+00  0.000E+00
 48   3.547000   5.5 -1  1.000E-15  2                     11/2-  0                                                                                                                                                                                                                              0.000000       
                                         20      0.937  0.000E+00  0.000E+00  2.800E-04
                                         12      1.343  9.995E-01  1.000E+00  4.700E-04
 49   3.578000  -1.0  0  1.000E-15  0                 3/2+,5/2+  0                                                                                                                                                                                                                              0.000000       
 50   3.597000  -1.0  0  1.000E-15  0                            0                                                                                                                                                                                                                              0.000000       
 51   3.618000  -1.0  0  1.000E-15  0                            0                                                                                                                                                                                                                              0.000000       
 52   3.646000  -1.0  0  1.000E-15  0                            0                                                                                                                                                                                                                              0.000000       
 53   3.653700  -1.0  0  1.000E-15  1                            0                                                                                                                                                                                                                              0.000000       
                                         20      1.041  1.000E+00  1.000E+00  0.000E+00
 54   3.686000  -1.0  0  1.000E-15  0                            0                                                                                                                                                                                                                              0.000000       
 55   3.706000  -1.0  0  1.000E-15  0                            0                                                                                                                                                                                                                              0.000000       
 56   3.730000  -1.0  0  1.000E-15  0                            0                                                                                                                                                                                                                              0.000000       
 57   3.739500   5.5  0  1.000E-15  1                    (11/2)  0                                                                                                                                                                                                                              0.000000       
                                         13      1.444  1.000E+00  1.000E+00  0.000E+00
 58   3.779500   5.5 -1  1.000E-15  1                   (11/2-)  0                                                                                                                                                                                                                              0.000000       
                                         14      1.443  9.998E-01  1.000E+00  1.720E-04
 59   3.790100  -1.0  0  1.000E-15  1                            0                                                                                                                                                                                                                              0.000000       
                                          3      2.820  1.000E+00  1.000E+00  0.000E+00
 60   3.802000  -1.0  0  1.000E-15  0                            0                                                                                                                                                                                                                              0.000000       
 61   3.844000   0.5  1  1.000E-15  0                      1/2+  0                                                                                                                                                                                                                              0.000000       
 62   3.853100  -1.0  0  1.000E-15  1                            0                                                                                                                                                                                                                              0.000000       
                                         23      1.132  1.000E+00  1.000E+00  0.000E+00
 63   3.863000  -1.0  0  1.000E-15  0                 1/2-,3/2-  0                                                                                                                                                                                                                              0.000000       
 64   3.942800   5.5  1  1.000E-15  1                     11/2+  0                                                                                                                                                                                                                              0.000000       
                                         23      1.222  9.998E-01  1.000E+00  1.700E-04
 65   3.947000  -1.0  0  1.000E-15  2                            0                                                                                                                                                                                                                              0.000000       
                                          5      2.553  0.000E+00  0.000E+00  0.000E+00
                                          2      3.471  0.000E+00  0.000E+00  0.000E+00
 66   3.980300  -1.0  0  1.000E-15  0                 1/2-,3/2-  0                                                                                                                                                                                                                              0.000000       
 67   4.051800  -1.0  0  1.000E-15  1                            0                                                                                                                                                                                                                              0.000000       
                                         39      0.792  1.000E+00  1.000E+00  0.000E+00
 68   4.060000  -1.0  0  1.000E-15  0                            0                                                                                                                                                                                                                              0.000000       
 69   4.082000   6.5  1  1.000E-15  3                     13/2+  0                                                                                                                                                                                                                              0.000000       
                                         43      0.710  2.480E-01  2.482E-01  6.700E-04
                                         31      1.065  0.000E+00  0.000E+00  1.060E-04
                                         23      1.361  7.517E-01  7.518E-01  1.800E-04
 70   4.132800   4.5  1  1.000E-15  2                      9/2+  0                                                                                                                                                                                                                              0.000000       
                                          7      2.400  6.487E-01  6.493E-01  9.210E-04
                                          4      2.822  3.503E-01  3.507E-01  1.158E-03
 71   4.286300   6.5 -1  1.000E-15  2                     13/2-  0                                                                                                                                                                                                                              0.000000       
                                         14      1.950  0.000E+00  0.000E+00  3.520E-04
                                         13      1.991  0.000E+00  0.000E+00  3.690E-04
 72   4.332100  -1.0  0  1.000E-15  1                            0                                                                                                                                                                                                                              0.000000       
                                          4      3.022  1.000E+00  1.000E+00  0.000E+00
 73   4.357000   0.5  1  1.000E-15  0                      1/2+  0                                                                                                                                                                                                                              0.000000       
 74   4.380600  -1.0  0  1.000E-15  1                            0                                                                                                                                                                                                                              0.000000       
                                         14      2.044  1.000E+00  1.000E+00  0.000E+00
 75   4.467200   7.5 -1  1.000E-15  1                     15/2-  0                                                                                                                                                                                                                              0.000000       
                                         21      1.840  9.997E-01  1.000E+00  3.080E-04
 76   4.470000  -1.0  0  1.000E-15  0                 3/2+,5/2+  0                                                                                                                                                                                                                              0.000000       
 77   4.484000  -1.0  0  1.000E-15  0                 5/2-,7/2-  0                                                                                                                                                                                                                              0.000000       
 78   4.589700   6.5  1  1.000E-15  6                     13/2+  0                                                                                                                                                                                                                              0.000000       
                                         74      0.209  0.000E+00  0.000E+00  0.000E+00
                                         64      0.648  0.000E+00  0.000E+00  6.900E-04
                                         53      0.935  0.000E+00  0.000E+00  0.000E+00
                                         48      1.042  0.000E+00  0.000E+00  1.100E-04
                                         39      1.330  0.000E+00  0.000E+00  2.070E-04
                                         23      1.869  0.000E+00  0.000E+00  3.190E-04
 79   4.603000  -1.0  0  1.000E-15  0                 1/2-,3/2-  0                                                                                                                                                                                                                              0.000000       
 80   4.818700   7.5 -1  1.000E-15  3                   (15/2-)  0                                                                                                                                                                                                                              0.000000       
                                         67      0.767  0.000E+00  0.000E+00  0.000E+00
                                         39      1.559  0.000E+00  0.000E+00  2.120E-04
                                         21      2.191  0.000E+00  0.000E+00  4.560E-04
 81   4.859000  -1.0  0  1.000E-15  0                 5/2-,7/2-  0                                                                                                                                                                                                                              0.000000       
 82   4.991000   7.5  1  1.000E-15  1                   (15/2+)  0                                                                                                                                                                                                                              0.000000       
                                         69      0.909  9.997E-01  1.000E+00  3.000E-04
 83   5.072000  -1.0  0  1.000E-15  0                 7/2+,9/2+  0                                                                                                                                                                                                                              0.000000       
 84   5.119200   8.5  1  1.000E-15  4                     17/2+  0                                                                                                                                                                                                                              0.000000       
                                         80      0.300  0.000E+00  0.000E+00  2.220E-03
                                         78      0.529  0.000E+00  0.000E+00  1.590E-03
                                         75      0.652  0.000E+00  0.000E+00  2.960E-04
                                         69      1.038  0.000E+00  0.000E+00  2.510E-04
 85   5.136300  -1.0  0  1.000E-15  1                            0                                                                                                                                                                                                                              0.000000       
                                         71      0.850  1.000E+00  1.000E+00  0.000E+00
 86   5.278000  -1.0  0  1.000E-15  0                 7/2+,9/2+  0                                                                                                                                                                                                                              0.000000       
 87   5.431000  -1.0  0  1.000E-15  0                 7/2+,9/2+  0                                                                                                                                                                                                                              0.000000       
 88   5.462300  -1.0  0  1.000E-15  1                            0                                                                                                                                                                                                                              0.000000       
                                         85      0.326  1.000E+00  1.000E+00  0.000E+00
 89   5.701300  -1.0  0  1.000E-15  1                            0                                                                                                                                                                                                                              0.000000       
                                         85      0.565  1.000E+00  1.000E+00  0.000E+00
 90   5.732000  -1.0  0  1.000E-15  0                 3/2+,5/2+  0                                                                                                                                                                                                                              0.000000       
 91   5.855200   9.5 -1  1.000E-15  1                     19/2-  0                                                                                                                                                                                                                              0.000000       
                                         84      0.736  9.998E-01  1.000E+00  2.260E-04
 92   6.054300  -1.0  0  1.000E-15  2                            0                                                                                                                                                                                                                              0.000000       
                                         89      0.353  0.000E+00  0.000E+00  0.000E+00
                                         69      1.975  0.000E+00  0.000E+00  0.000E+00
 93   6.084000   0.5  1  1.000E-15  0                      1/2+  0                                                                                                                                                                                                                              0.000000       
 94   6.350600   1.5  0  1.000E-15  0                       3/2  0                                                                                                                                                                                                                              0.000000       
 95   6.361500   1.5  0  1.000E-15  0                       3/2  0                                                                                                                                                                                                                              0.000000       
 96   6.372300   1.5  0  1.000E-15  0                       3/2  0                                                                                                                                                                                                                              0.000000       
 97   6.378200   1.5  0  1.000E-15  0                       3/2  0                                                                                                                                                                                                                              0.000000       
 98   6.392900   1.5  0  1.000E-15  0                       3/2  0                                                                                                                                                                                                                              0.000000       
 99   6.441000   2.5  0  1.000E-15  0                       5/2  0                                                                                                                                                                                                                              0.000000       
100   6.446100   2.5  0  1.000E-15  0                       5/2  0                                                                                                                                                                                                                              0.000000       
101   6.457000  -1.0  0  1.000E-15  0                            0                                                                                                                                                                                                                              0.000000       
102   6.627000   0.5  0  1.000E-15  0                     (1/2)  0                                                                                                                                                                                                                              0.000000       
103   6.645000   0.5  0  1.000E-15  0                     (1/2)  0                                                                                                                                                                                                                              0.000000       
104   6.701000  -1.0  0  1.000E-15  0                 1/2-,3/2-  0                                                                                                                                                                                                                              0.000000       
105   6.823200  10.5  1  1.000E-15  1                     21/2+  0                                                                                                                                                                                                                              0.000000       
                                         84      1.704  9.997E-01  1.000E+00  2.580E-04
106   7.388200  -1.0  0  1.000E-15  1                            0                                                                                                                                                                                                                              0.000000       
                                         91      1.533  1.000E+00  1.000E+00  0.000E+00
107   7.401000  -1.0  0  1.000E-15  0                 5/2-,7/2-  0                                                                                                                                                                                                                              0.000000       
108   7.935200  11.5  0  1.000E-15  1                    (23/2)  0                                                                                                                                                                                                                              0.000000       
                                        105      1.112  1.000E+00  1.000E+00  0.000E+00
109   8.446000   4.5  1  1.000E-15  0                      9/2+  0                                                                                                                                                                                                                              0.000000       
110   8.450000   4.5  1  1.000E-15  0                      9/2+  0                                                                                                                                                                                                                              0.000000       
111   8.453000   4.5  1  1.000E-15  0                      9/2+  0                                                                                                                                                                                                                              0.000000       
112   8.457000   4.5  1  1.000E-15  0                      9/2+  0                                                                                                                                                                                                                              0.000000       
113   8.463000   4.5  1  1.000E-15  0                      9/2+  0                                                                                                                                                                                                                              0.000000       
114   8.465000   4.5  1  1.000E-15  0                      9/2+  0                                                                                                                                                                                                                              0.000000       
115   8.472000   4.5  1  1.000E-15  0                      9/2+  0                                                                                                                                                                                                                              0.000000       
116   8.475000   4.5  1  1.000E-15  0                      9/2+  0                                                                                                                                                                                                                              0.000000       
117   8.477000   4.5  1  1.000E-15  0                      9/2+  0                                                                                                                                                                                                                              0.000000       
118   8.480000   4.5  1  1.000E-15  0                      9/2+  0                                                                                                                                                                                                                              0.000000       
119   8.484000   4.5  1  1.000E-15  0                      9/2+  0                                                                                                                                                                                                                              0.000000       
120   8.561000  -1.0  0  1.000E-15  0                 7/2+,9/2+  0                                                                                                                                                                                                                              0.000000       
121   9.406200  13.5  0  1.000E-15  1                    (27/2)  0                                                                                                                                                                                                                              0.000000       
                                        108      1.471  1.000E+00  1.000E+00  0.000E+00
122   9.963000  -1.0  0  1.000E-15  0                 7/2+,9/2+  0                                                                                                                                                                                                                              0.000000       
