                    ************************************************************************************************
                    *  Z= 29 A= 65: Positive-Parity Spin-dependent Level Density [MeV-1] for Cu 65 and ldmodel= 2  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.175  9.09E-02 3.64E-01 1.99E+00 5.09E-02 8.12E-02 8.35E-02 6.56E-02 4.16E-02 2.18E-02 9.53E-03 3.51E-03 1.10E-03 2.91E-04 6.56E-05 1.26E-05 2.07E-06 2.91E-07 3.50E-08 3.60E-09 3.18E-10 2.40E-11 1.55E-12 8.63E-14 4.11E-15 1.68E-16 5.90E-18 1.78E-19 4.59E-21 1.02E-22 1.94E-24 3.18E-26 4.47E-28 5.40E-30
   0.50  0.248  1.82E-01 3.64E-01 1.99E+00 5.09E-02 8.12E-02 8.35E-02 6.56E-02 4.16E-02 2.18E-02 9.53E-03 3.51E-03 1.10E-03 2.91E-04 6.56E-05 1.26E-05 2.07E-06 2.91E-07 3.50E-08 3.60E-09 3.18E-10 2.40E-11 1.55E-12 8.63E-14 4.11E-15 1.68E-16 5.90E-18 1.78E-19 4.59E-21 1.02E-22 1.94E-24 3.18E-26 4.47E-28 5.40E-30
   0.75  0.304  3.02E-01 4.81E-01 2.63E+00 6.73E-02 1.07E-01 1.10E-01 8.68E-02 5.50E-02 2.88E-02 1.26E-02 4.65E-03 1.45E-03 3.84E-04 8.67E-05 1.67E-05 2.74E-06 3.85E-07 4.63E-08 4.77E-09 4.20E-10 3.17E-11 2.06E-12 1.14E-13 5.44E-15 2.22E-16 7.80E-18 2.35E-19 6.07E-21 1.35E-22 2.57E-24 4.20E-26 5.91E-28 7.14E-30
   1.00  0.351  5.03E-01 8.06E-01 4.40E+00 1.13E-01 1.80E-01 1.85E-01 1.45E-01 9.22E-02 4.83E-02 2.11E-02 7.78E-03 2.43E-03 6.44E-04 1.45E-04 2.80E-05 4.59E-06 6.45E-07 7.76E-08 7.98E-09 7.04E-10 5.32E-11 3.44E-12 1.91E-13 9.11E-15 3.73E-16 1.31E-17 3.94E-19 1.02E-20 2.26E-22 4.30E-24 7.05E-26 9.90E-28 1.20E-29
   1.25  0.392  8.18E-01 1.26E+00 6.88E+00 1.76E-01 2.81E-01 2.89E-01 2.27E-01 1.44E-01 7.54E-02 3.30E-02 1.22E-02 3.79E-03 1.01E-03 2.27E-04 4.37E-05 7.18E-06 1.01E-06 1.21E-07 1.25E-08 1.10E-09 8.31E-11 5.38E-12 2.99E-13 1.42E-14 5.82E-16 2.04E-17 6.15E-19 1.59E-20 3.53E-22 6.72E-24 1.10E-25 1.55E-27 1.87E-29
   1.50  0.430  1.30E+00 1.91E+00 1.05E+01 2.68E-01 4.27E-01 4.39E-01 3.46E-01 2.19E-01 1.15E-01 5.02E-02 1.85E-02 5.77E-03 1.53E-03 3.45E-04 6.64E-05 1.09E-05 1.53E-06 1.84E-07 1.90E-08 1.67E-09 1.26E-10 8.18E-12 4.54E-13 2.17E-14 8.85E-16 3.11E-17 9.35E-19 2.42E-20 5.37E-22 1.02E-23 1.67E-25 2.35E-27 2.84E-29
   1.75  0.464  2.01E+00 2.86E+00 1.56E+01 4.00E-01 6.39E-01 6.57E-01 5.17E-01 3.27E-01 1.71E-01 7.50E-02 2.76E-02 8.63E-03 2.29E-03 5.16E-04 9.93E-05 1.63E-05 2.29E-06 2.76E-07 2.84E-08 2.50E-09 1.89E-10 1.22E-11 6.79E-13 3.24E-14 1.32E-15 4.64E-17 1.40E-18 3.61E-20 8.02E-22 1.53E-23 2.50E-25 3.52E-27 4.25E-29
   2.00  0.496  3.07E+00 4.21E+00 2.30E+01 5.89E-01 9.40E-01 9.67E-01 7.60E-01 4.82E-01 2.52E-01 1.10E-01 4.07E-02 1.27E-02 3.37E-03 7.59E-04 1.46E-04 2.40E-05 3.37E-06 4.06E-07 4.17E-08 3.68E-09 2.78E-10 1.80E-11 1.00E-12 4.77E-14 1.95E-15 6.83E-17 2.06E-18 5.32E-20 1.18E-21 2.25E-23 3.68E-25 5.18E-27 6.25E-29
   2.25  0.526  4.59E+00 6.11E+00 3.34E+01 8.55E-01 1.36E+00 1.40E+00 1.10E+00 6.99E-01 3.66E-01 1.60E-01 5.90E-02 1.84E-02 4.88E-03 1.10E-03 2.12E-04 3.48E-05 4.89E-06 5.88E-07 6.06E-08 5.34E-09 4.03E-10 2.61E-11 1.45E-12 6.91E-14 2.83E-15 9.91E-17 2.98E-18 7.72E-20 1.71E-21 3.26E-23 5.34E-25 7.51E-27 9.07E-29
   2.50  0.555  6.75E+00 8.63E+00 4.79E+01 1.18E+00 1.89E+00 1.96E+00 1.57E+00 1.01E+00 5.40E-01 2.42E-01 9.19E-02 2.96E-02 8.14E-03 1.91E-03 3.85E-04 6.63E-05 9.81E-06 1.25E-06 1.36E-07 1.28E-08 1.03E-09 7.19E-11 4.30E-12 2.22E-13 9.84E-15 3.76E-16 1.24E-17 3.52E-19 8.62E-21 1.82E-22 3.31E-24 5.19E-26 7.02E-28
   2.75  0.582  9.73E+00 1.19E+01 6.79E+01 1.56E+00 2.53E+00 2.67E+00 2.18E+00 1.45E+00 8.01E-01 3.75E-01 1.49E-01 5.09E-02 1.49E-02 3.75E-03 8.13E-04 1.52E-04 2.46E-05 3.44E-06 4.16E-07 4.35E-08 3.94E-09 3.09E-10 2.10E-11 1.24E-12 6.34E-14 2.81E-15 1.08E-16 3.60E-18 1.04E-19 2.62E-21 5.70E-23 1.08E-24 1.77E-26
   3.00  0.608  1.38E+01 1.63E+01 9.52E+01 2.05E+00 3.35E+00 3.59E+00 2.99E+00 2.04E+00 1.17E+00 5.68E-01 2.37E-01 8.49E-02 2.63E-02 7.05E-03 1.64E-03 3.30E-04 5.79E-05 8.83E-06 1.17E-06 1.35E-07 1.36E-08 1.19E-09 9.13E-11 6.09E-12 3.54E-13 1.80E-14 7.95E-16 3.07E-17 1.03E-18 3.04E-20 7.82E-22 1.75E-23 3.43E-25
   3.25  0.633  1.93E+01 2.20E+01 1.32E+02 2.66E+00 4.39E+00 4.77E+00 4.05E+00 2.83E+00 1.67E+00 8.44E-01 3.66E-01 1.38E-01 4.50E-02 1.28E-02 3.16E-03 6.83E-04 1.29E-04 2.13E-05 3.07E-06 3.89E-07 4.31E-08 4.19E-09 3.56E-10 2.66E-11 1.74E-12 9.99E-14 5.03E-15 2.22E-16 8.63E-18 2.94E-19 8.78E-21 2.30E-22 5.30E-24
   3.50  0.657  2.67E+01 2.95E+01 1.81E+02 3.44E+00 5.71E+00 6.29E+00 5.43E+00 3.89E+00 2.36E+00 1.23E+00 5.55E-01 2.18E-01 7.46E-02 2.23E-02 5.86E-03 1.35E-03 2.73E-04 4.85E-05 7.58E-06 1.04E-06 1.26E-07 1.35E-08 1.27E-09 1.05E-10 7.65E-12 4.92E-13 2.79E-14 1.40E-15 6.17E-17 2.40E-18 8.25E-20 2.50E-21 6.69E-23
   3.75  0.680  3.65E+01 3.93E+01 2.46E+02 4.41E+00 7.38E+00 8.22E+00 7.22E+00 5.28E+00 3.29E+00 1.77E+00 8.26E-01 3.37E-01 1.21E-01 3.80E-02 1.05E-02 2.57E-03 5.53E-04 1.05E-04 1.77E-05 2.63E-06 3.45E-07 4.02E-08 4.14E-09 3.77E-10 3.04E-11 2.18E-12 1.38E-13 7.74E-15 3.85E-16 1.70E-17 6.64E-19 2.30E-20 7.06E-22
   4.00  0.702  4.95E+01 5.19E+01 3.32E+02 5.63E+00 9.47E+00 1.07E+01 9.51E+00 7.09E+00 4.52E+00 2.50E+00 1.21E+00 5.12E-01 1.91E-01 6.29E-02 1.83E-02 4.72E-03 1.08E-03 2.18E-04 3.92E-05 6.26E-06 8.88E-07 1.12E-07 1.25E-08 1.25E-09 1.11E-10 8.74E-12 6.13E-13 3.83E-14 2.13E-15 1.05E-16 4.64E-18 1.82E-19 6.35E-21
