                    ************************************************************************************************
                    *  Z= 29 A= 65: Positive-Parity Spin-dependent Level Density [MeV-1] for Cu 65 and ldmodel= 4  *
   4.25  0.672  8.71E+01 8.48E+01 5.31E+02 1.01E+01 1.66E+01 1.81E+01 1.55E+01 1.12E+01 6.87E+00 3.68E+00 1.75E+00 7.58E-01 2.92E-01 1.02E-01 3.32E-02 1.01E-02 2.92E-03 8.19E-04 2.22E-04 5.86E-05 1.48E-05 3.56E-06 8.10E-07 1.73E-07 3.49E-08 6.51E-09 1.14E-09 1.86E-10 2.84E-11 4.03E-12 5.35E-13 6.62E-14 7.64E-15
   4.50  0.692  1.14E+02 1.07E+02 6.87E+02 1.22E+01 2.02E+01 2.23E+01 1.95E+01 1.44E+01 9.10E+00 5.05E+00 2.49E+00 1.12E+00 4.49E-01 1.64E-01 5.49E-02 1.72E-02 5.10E-03 1.45E-03 4.01E-04 1.07E-04 2.78E-05 6.90E-06 1.63E-06 3.65E-07 7.69E-08 1.52E-08 2.80E-09 4.85E-10 7.84E-11 1.19E-11 1.68E-12 2.22E-13 2.74E-14
   4.75  0.711  1.47E+02 1.34E+02 8.83E+02 1.47E+01 2.46E+01 2.75E+01 2.45E+01 1.84E+01 1.19E+01 6.84E+00 3.49E+00 1.60E+00 6.75E-01 2.55E-01 8.87E-02 2.86E-02 8.70E-03 2.52E-03 7.04E-04 1.91E-04 5.03E-05 1.28E-05 3.13E-06 7.24E-07 1.59E-07 3.29E-08 6.37E-09 1.16E-09 1.98E-10 3.17E-11 4.76E-12 6.67E-13 8.77E-14
   5.00  0.729  1.89E+02 1.68E+02 1.13E+03 1.76E+01 2.97E+01 3.37E+01 3.05E+01 2.33E+01 1.55E+01 9.14E+00 4.80E+00 2.28E+00 9.94E-01 3.89E-01 1.40E-01 4.66E-02 1.45E-02 4.29E-03 1.21E-03 3.33E-04 8.88E-05 2.30E-05 5.75E-06 1.37E-06 3.12E-07 6.72E-08 1.36E-08 2.59E-09 4.64E-10 7.81E-11 1.23E-11 1.83E-12 2.55E-13
   5.50  0.765  3.19E+02 2.60E+02 1.82E+03 2.53E+01 4.32E+01 4.98E+01 4.64E+01 3.68E+01 2.56E+01 1.58E+01 8.77E+00 4.42E+00 2.02E+00 8.85E-01 3.41E-01 1.21E-01 4.01E-02 1.24E-02 3.65E-03 1.03E-03 2.79E-04 7.38E-05 1.90E-05 4.74E-06 1.14E-06 2.61E-07 5.73E-08 1.19E-08 2.33E-09 4.33E-10 7.56E-11 1.25E-11 1.93E-12
   6.00  0.799  5.18E+02 3.97E+02 2.90E+03 3.61E+01 6.24E+01 7.33E+01 6.97E+01 5.72E+01 4.11E+01 2.65E+01 1.54E+01 8.17E+00 3.94E+00 1.74E+00 7.45E-01 2.81E-01 9.83E-02 3.20E-02 9.80E-03 2.84E-03 7.89E-04 2.11E-04 5.49E-05 1.40E-05 3.45E-06 8.24E-07 1.89E-07 4.17E-08 8.70E-09 1.73E-09 3.26E-10 5.83E-11 9.81E-12
   6.50  0.831  8.17E+02 5.98E+02 4.54E+03 5.09E+01 8.89E+01 1.06E+02 1.03E+02 8.70E+01 6.45E+01 4.31E+01 2.62E+01 1.45E+01 7.35E+00 3.42E+00 1.54E+00 6.13E-01 2.26E-01 7.75E-02 2.49E-02 7.50E-03 2.15E-03 5.88E-04 1.55E-04 3.97E-05 9.88E-06 2.41E-06 5.67E-07 1.30E-07 2.85E-08 5.99E-09 1.20E-09 2.29E-10 4.14E-11
   7.00  0.863  1.26E+03 8.92E+02 6.99E+03 7.15E+01 1.26E+02 1.52E+02 1.51E+02 1.30E+02 9.92E+01 6.87E+01 4.31E+01 2.49E+01 1.31E+01 6.41E+00 2.89E+00 1.26E+00 4.90E-01 1.77E-01 5.96E-02 1.89E-02 5.60E-03 1.58E-03 4.28E-04 1.11E-04 2.78E-05 6.82E-06 1.62E-06 3.78E-07 8.57E-08 1.87E-08 3.92E-09 7.88E-10 1.51E-10
   7.50  0.893  1.92E+03 1.31E+03 1.06E+04 9.95E+01 1.76E+02 2.16E+02 2.18E+02 1.91E+02 1.50E+02 1.07E+02 6.94E+01 4.14E+01 2.28E+01 1.16E+01 5.47E+00 2.38E+00 1.01E+00 3.84E-01 1.36E-01 4.50E-02 1.40E-02 4.11E-03 1.14E-03 3.03E-04 7.70E-05 1.90E-05 4.56E-06 1.07E-06 2.44E-07 5.44E-08 1.18E-08 2.45E-09 4.93E-10
   8.00  0.922  2.88E+03 1.92E+03 1.60E+04 1.38E+02 2.46E+02 3.04E+02 3.12E+02 2.79E+02 2.24E+02 1.63E+02 1.09E+02 6.71E+01 3.83E+01 2.02E+01 9.91E+00 4.53E+00 1.92E+00 7.94E-01 2.94E-01 1.02E-01 3.32E-02 1.02E-02 2.94E-03 8.03E-04 2.10E-04 5.27E-05 1.27E-05 2.99E-06 6.86E-07 1.54E-07 3.37E-08 7.20E-09 1.48E-09
   8.50  0.951  4.27E+03 2.78E+03 2.39E+04 1.90E+02 3.40E+02 4.26E+02 4.42E+02 4.02E+02 3.29E+02 2.45E+02 1.68E+02 1.07E+02 6.29E+01 3.43E+01 1.74E+01 8.25E+00 3.64E+00 1.56E+00 6.05E-01 2.20E-01 7.49E-02 2.40E-02 7.23E-03 2.06E-03 5.55E-04 1.43E-04 3.53E-05 8.38E-06 1.93E-06 4.31E-07 9.52E-08 2.04E-08 4.26E-09
   9.00  0.978  6.26E+03 3.99E+03 3.53E+04 2.60E+02 4.67E+02 5.93E+02 6.23E+02 5.75E+02 4.78E+02 3.64E+02 2.56E+02 1.66E+02 1.01E+02 5.66E+01 2.97E+01 1.46E+01 6.69E+00 2.87E+00 1.20E+00 4.55E-01 1.62E-01 5.42E-02 1.70E-02 5.06E-03 1.41E-03 3.77E-04 9.57E-05 2.32E-05 5.42E-06 1.23E-06 2.69E-07 5.79E-08 1.21E-08
   9.50  1.005  9.12E+03 5.71E+03 5.17E+04 3.54E+02 6.41E+02 8.19E+02 8.71E+02 8.14E+02 6.88E+02 5.35E+02 3.83E+02 2.55E+02 1.58E+02 9.13E+01 4.96E+01 2.50E+01 1.19E+01 5.29E+00 2.20E+00 8.99E-01 3.33E-01 1.16E-01 3.81E-02 1.18E-02 3.45E-03 9.54E-04 2.51E-04 6.28E-05 1.50E-05 3.45E-06 7.67E-07 1.65E-07 3.47E-08
  10.00  1.031  1.32E+04 8.09E+03 7.50E+04 4.82E+02 8.76E+02 1.12E+03 1.21E+03 1.14E+03 9.83E+02 7.77E+02 5.66E+02 3.85E+02 2.44E+02 1.45E+02 8.06E+01 4.19E+01 2.05E+01 9.44E+00 4.07E+00 1.65E+00 6.61E-01 2.39E-01 8.15E-02 2.63E-02 8.01E-03 2.31E-03 6.33E-04 1.64E-04 4.05E-05 9.55E-06 2.17E-06 4.72E-07 9.99E-08
  11.00  1.081  2.91E+04 1.60E+04 1.54E+05 8.79E+02 1.61E+03 2.09E+03 2.28E+03 2.21E+03 1.95E+03 1.58E+03 1.20E+03 8.40E+02 5.54E+02 3.43E+02 2.00E+02 1.10E+02 5.66E+01 2.75E+01 1.26E+01 5.47E+00 2.41E+00 9.39E-01 3.45E-01 1.21E-01 3.97E-02 1.24E-02 3.68E-03 1.04E-03 2.77E-04 7.05E-05 1.70E-05 3.93E-06 8.70E-07
  12.00  1.130  6.00E+04 3.08E+04 3.10E+05 1.58E+03 2.92E+03 3.83E+03 4.24E+03 4.19E+03 3.77E+03 3.13E+03 2.43E+03 1.76E+03 1.20E+03 7.70E+02 4.67E+02 2.67E+02 1.44E+02 7.38E+01 3.57E+01 1.64E+01 7.09E+00 2.92E+00 1.22E+00 4.54E-01 1.60E-01 5.36E-02 1.71E-02 5.20E-03 1.49E-03 4.09E-04 1.06E-04 2.64E-05 6.25E-06
  13.00  1.176  1.18E+05 5.82E+04 6.07E+05 2.81E+03 5.21E+03 6.91E+03 7.73E+03 7.76E+03 7.10E+03 6.03E+03 4.78E+03 3.56E+03 2.50E+03 1.65E+03 1.04E+03 6.11E+02 3.44E+02 1.84E+02 9.30E+01 4.45E+01 2.03E+01 8.81E+00 3.63E+00 1.52E+00 5.68E-01 2.03E-01 6.86E-02 2.22E-02 6.87E-03 2.01E-03 5.64E-04 1.50E-04 3.81E-05
  14.00  1.220  2.26E+05 1.08E+05 1.16E+06 4.91E+03 9.20E+03 1.22E+04 1.39E+04 1.41E+04 1.31E+04 1.13E+04 9.15E+03 6.97E+03 5.00E+03 3.40E+03 2.19E+03 1.34E+03 7.78E+02 4.29E+02 2.26E+02 1.13E+02 5.38E+01 2.44E+01 1.05E+01 4.34E+00 1.81E+00 6.82E-01 2.44E-01 8.36E-02 2.73E-02 8.54E-03 2.54E-03 7.21E-04 1.96E-04
  15.00  1.263  4.24E+05 1.98E+05 2.18E+06 8.52E+03 1.60E+04 2.15E+04 2.45E+04 2.51E+04 2.37E+04 2.07E+04 1.71E+04 1.32E+04 9.72E+03 6.74E+03 4.46E+03 2.80E+03 1.67E+03 9.54E+02 5.18E+02 2.69E+02 1.33E+02 6.24E+01 2.82E+01 1.21E+01 4.97E+00 2.07E+00 7.78E-01 2.81E-01 9.68E-02 3.19E-02 1.01E-02 3.04E-03 8.75E-04
  16.00  1.304  7.79E+05 3.55E+05 4.01E+06 1.47E+04 2.75E+04 3.71E+04 4.27E+04 4.42E+04 4.21E+04 3.73E+04 3.12E+04 2.46E+04 1.84E+04 1.30E+04 8.79E+03 5.67E+03 3.47E+03 2.03E+03 1.14E+03 6.08E+02 3.10E+02 1.51E+02 7.05E+01 3.16E+01 1.35E+01 5.55E+00 2.29E+00 8.62E-01 3.11E-01 1.08E-01 3.57E-02 1.13E-02 3.45E-03
  17.00  1.344  1.41E+06 6.28E+05 7.25E+06 2.48E+04 4.69E+04 6.32E+04 7.33E+04 7.65E+04 7.36E+04 6.61E+04 5.58E+04 4.47E+04 3.39E+04 2.45E+04 1.69E+04 1.11E+04 6.95E+03 4.17E+03 2.39E+03 1.31E+03 6.90E+02 3.47E+02 1.67E+02 7.74E+01 3.43E+01 1.46E+01 5.96E+00 2.44E+00 9.18E-01 3.32E-01 1.15E-01 3.83E-02 1.22E-02
  18.00  1.383  2.50E+06 1.09E+06 1.29E+07 4.17E+04 7.87E+04 1.07E+05 1.25E+05 1.31E+05 1.27E+05 1.15E+05 9.85E+04 7.98E+04 6.13E+04 4.51E+04 3.15E+04 2.11E+04 1.35E+04 8.28E+03 4.85E+03 2.73E+03 1.47E+03 7.63E+02 3.78E+02 1.80E+02 8.25E+01 3.62E+01 1.53E+01 6.21E+00 2.41E+00 9.47E-01 3.42E-01 1.19E-01 3.95E-02
  19.00  1.421  4.38E+06 1.88E+06 2.26E+07 6.90E+04 1.31E+05 1.78E+05 2.09E+05 2.21E+05 2.16E+05 1.98E+05 1.71E+05 1.40E+05 1.09E+05 8.11E+04 5.75E+04 3.92E+04 2.56E+04 1.59E+04 9.56E+03 5.49E+03 3.03E+03 1.61E+03 8.18E+02 4.01E+02 1.89E+02 8.53E+01 3.72E+01 1.56E+01 6.27E+00 2.43E+00 9.48E-01 3.42E-01 1.18E-01
  20.00  1.458  7.58E+06 3.20E+06 3.91E+07 1.13E+05 2.15E+05 2.95E+05 3.47E+05 3.69E+05 3.63E+05 3.34E+05 2.92E+05 2.42E+05 1.90E+05 1.43E+05 1.03E+05 7.14E+04 4.73E+04 3.00E+04 1.83E+04 1.08E+04 6.05E+03 3.29E+03 1.71E+03 8.60E+02 4.15E+02 1.93E+02 8.64E+01 3.72E+01 1.54E+01 6.16E+00 2.38E+00 9.22E-01 3.31E-01
  22.50  1.547  3.61E+07 1.14E+07 1.46E+08 3.78E+05 7.20E+05 9.91E+05 1.18E+06 1.27E+06 1.26E+06 1.18E+06 1.05E+06 8.89E+05 7.20E+05 5.57E+05 4.13E+05 2.94E+05 2.02E+05 1.33E+05 8.41E+04 5.14E+04 3.04E+04 1.72E+04 9.46E+03 4.99E+03 2.54E+03 1.25E+03 5.93E+02 2.72E+02 1.21E+02 5.16E+01 2.13E+01 8.47E+00 3.53E+00
  25.00  1.630  1.32E+08 3.85E+07 5.07E+08 1.20E+06 2.28E+06 3.17E+06 3.78E+06 4.10E+06 4.14E+06 3.94E+06 3.55E+06 3.06E+06 2.52E+06 1.99E+06 1.51E+06 1.11E+06 7.80E+05 5.28E+05 3.47E+05 2.19E+05 1.34E+05 7.91E+04 4.50E+04 2.48E+04 1.32E+04 6.79E+03 3.39E+03 1.64E+03 7.63E+02 3.44E+02 1.50E+02 6.35E+01 2.60E+01
  30.00  1.786  2.01E+09 3.76E+08 5.23E+09 1.05E+07 2.01E+07 2.81E+07 3.40E+07 3.74E+07 3.84E+07 3.73E+07 3.45E+07 3.05E+07 2.58E+07 2.11E+07 1.66E+07 1.26E+07 9.29E+06 6.62E+06 4.54E+06 3.02E+06 1.95E+06 1.22E+06 7.36E+05 4.33E+05 2.47E+05 1.36E+05 7.30E+04 3.80E+04 1.92E+04 9.40E+03 4.48E+03 2.07E+03 9.29E+02
  40.00  2.062  2.30E+11 2.28E+10 3.44E+11 5.44E+08 1.05E+09 1.49E+09 1.82E+09 2.04E+09 2.14E+09 2.14E+09 2.04E+09 1.86E+09 1.64E+09 1.40E+09 1.16E+09 9.28E+08 7.20E+08 5.41E+08 3.97E+08 2.83E+08 1.96E+08 1.32E+08 8.66E+07 5.52E+07 3.44E+07 2.08E+07 1.23E+07 7.07E+06 3.96E+06 2.17E+06 1.15E+06 5.96E+05 3.03E+05
  50.00  2.306  9.31E+12 9.08E+11 1.46E+13 1.94E+10 3.75E+10 5.33E+10 6.61E+10 7.47E+10 7.99E+10 8.08E+10 7.84E+10 7.37E+10 6.65E+10 5.84E+10 4.98E+10 4.10E+10 3.31E+10 2.59E+10 1.98E+10 1.47E+10 1.06E+10 7.56E+09 5.20E+09 3.52E+09 2.32E+09 1.49E+09 9.37E+08 5.74E+08 3.44E+08 2.01E+08 1.15E+08 6.47E+07 3.53E+07
  60.00  2.526  2.75E+14 2.66E+13 4.49E+14 5.21E+11 1.01E+12 1.44E+12 1.79E+12 2.05E+12 2.21E+12 2.26E+12 2.23E+12 2.12E+12 1.96E+12 1.75E+12 1.53E+12 1.29E+12 1.07E+12 8.57E+11 6.76E+11 5.19E+11 3.89E+11 2.85E+11 2.04E+11 1.43E+11 9.83E+10 6.60E+10 4.34E+10 2.79E+10 1.76E+10 1.08E+10 6.53E+09 3.86E+09 2.23E+09
  70.00  2.728  6.45E+15 6.18E+14 1.09E+16 1.12E+13 2.17E+13 3.11E+13 3.90E+13 4.48E+13 4.89E+13 5.03E+13 5.03E+13 4.84E+13 4.53E+13 4.12E+13 3.64E+13 3.14E+13 2.64E+13 2.18E+13 1.75E+13 1.38E+13 1.06E+13 7.97E+12 5.87E+12 4.26E+12 3.01E+12 2.09E+12 1.42E+12 9.48E+11 6.19E+11 3.97E+11 2.50E+11 1.54E+11 9.31E+10
  80.00  2.916  1.25E+17 1.19E+16 2.16E+17 2.01E+14 3.92E+14 5.62E+14 7.06E+14 8.17E+14 8.93E+14 9.32E+14 9.41E+14 9.12E+14 8.64E+14 7.97E+14 7.10E+14 6.24E+14 5.32E+14 4.47E+14 3.66E+14 2.93E+14 2.30E+14 1.78E+14 1.34E+14 9.91E+13 7.23E+13 5.12E+13 3.60E+13 2.47E+13 1.66E+13 1.10E+13 7.11E+12 4.54E+12 2.84E+12
  90.00  3.093  2.07E+18 1.95E+17 3.65E+18 3.11E+15 6.07E+15 8.71E+15 1.10E+16 1.28E+16 1.41E+16 1.48E+16 1.50E+16 1.47E+16 1.40E+16 1.30E+16 1.18E+16 1.05E+16 9.09E+15 7.69E+15 6.39E+15 5.24E+15 4.18E+15 3.28E+15 2.52E+15 1.91E+15 1.42E+15 1.03E+15 7.38E+14 5.18E+14 3.57E+14 2.43E+14 1.62E+14 1.06E+14 6.84E+13
 100.00  3.261  3.00E+19 2.79E+18 5.38E+19 4.22E+16 8.25E+16 1.19E+17 1.50E+17 1.76E+17 1.94E+17 2.05E+17 2.09E+17 2.06E+17 1.99E+17 1.86E+17 1.71E+17 1.53E+17 1.34E+17 1.15E+17 9.68E+16 7.99E+16 6.50E+16 5.15E+16 4.05E+16 3.11E+16 2.35E+16 1.74E+16 1.27E+16 9.13E+15 6.44E+15 4.46E+15 3.04E+15 2.04E+15 1.35E+15
 110.00  3.420  3.85E+20 3.55E+19 7.01E+20 5.12E+17 1.00E+18 1.45E+18 1.84E+18 2.15E+18 2.38E+18 2.53E+18 2.59E+18 2.57E+18 2.49E+18 2.36E+18 2.18E+18 1.96E+18 1.74E+18 1.51E+18 1.29E+18 1.08E+18 8.83E+17 7.14E+17 5.64E+17 4.41E+17 3.38E+17 2.55E+17 1.89E+17 1.38E+17 9.92E+16 7.03E+16 4.91E+16 3.35E+16 2.26E+16
 120.00  3.572  4.45E+21 4.06E+20 8.21E+21 5.61E+18 1.10E+19 1.59E+19 2.02E+19 2.37E+19 2.64E+19 2.81E+19 2.90E+19 2.90E+19 2.82E+19 2.68E+19 2.49E+19 2.27E+19 2.03E+19 1.78E+19 1.53E+19 1.29E+19 1.07E+19 8.74E+18 7.05E+18 5.55E+18 4.32E+18 3.31E+18 2.49E+18 1.84E+18 1.35E+18 9.69E+17 6.85E+17 4.78E+17 3.29E+17
 130.00  3.718  4.68E+22 4.23E+21 8.72E+22 5.62E+19 1.10E+20 1.59E+20 2.03E+20 2.39E+20 2.66E+20 2.85E+20 2.95E+20 2.96E+20 2.90E+20 2.77E+20 2.59E+20 2.38E+20 2.14E+20 1.89E+20 1.64E+20 1.40E+20 1.18E+20 9.67E+19 7.88E+19 6.29E+19 4.93E+19 3.83E+19 2.92E+19 2.20E+19 1.63E+19 1.19E+19 8.55E+18 6.03E+18 4.22E+18
 140.00  3.858  4.52E+23 4.05E+22 8.50E+23 5.19E+20 1.01E+21 1.47E+21 1.88E+21 2.22E+21 2.48E+21 2.66E+21 2.76E+21 2.78E+21 2.74E+21 2.63E+21 2.48E+21 2.29E+21 2.07E+21 1.84E+21 1.61E+21 1.39E+21 1.17E+21 9.78E+20 7.99E+20 6.44E+20 5.13E+20 4.03E+20 3.11E+20 2.37E+20 1.78E+20 1.31E+20 9.57E+19 6.86E+19 4.88E+19
 150.00  3.994  4.04E+24 3.59E+23 7.66E+24 4.41E+21 8.69E+21 1.26E+22 1.61E+22 1.90E+22 2.13E+22 2.30E+22 2.39E+22 2.42E+22 2.39E+22 2.31E+22 2.19E+22 2.03E+22 1.85E+22 1.65E+22 1.46E+22 1.26E+22 1.08E+22 9.07E+21 7.47E+21 6.11E+21 4.89E+21 3.87E+21 3.02E+21 2.33E+21 1.76E+21 1.32E+21 9.73E+20 7.07E+20 5.08E+20

                    ************************************************************************************************
                    *  Z= 29 A= 65: Negative-Parity Spin-dependent Level Density [MeV-1] for Cu 65 and ldmodel= 4  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
