                    ************************************************************************************************
                    *  Z= 29 A= 59: Positive-Parity Spin-dependent Level Density [MeV-1] for Cu 59 and ldmodel= 1  *
   4.25  0.832  3.03E+01 1.95E+01 1.06E+02 2.73E+00 4.36E+00 4.48E+00 3.52E+00 2.22E+00 1.16E+00 5.07E-01 1.86E-01 5.79E-02 1.53E-02 3.44E-03 6.58E-04 1.08E-04 1.50E-05 1.80E-06 1.84E-07 1.61E-08 1.21E-09 7.75E-11 4.27E-12 2.02E-13 8.18E-15 2.84E-16 8.48E-18 2.17E-19 4.77E-21 8.98E-23 1.45E-24 2.02E-26 2.41E-28
   4.50  0.856  3.61E+01 2.29E+01 1.27E+02 3.15E+00 5.04E+00 5.23E+00 4.16E+00 2.67E+00 1.42E+00 6.36E-01 2.40E-01 7.70E-02 2.10E-02 4.91E-03 9.80E-04 1.68E-04 2.46E-05 3.10E-06 3.35E-07 3.11E-08 2.48E-09 1.71E-10 1.01E-11 5.13E-13 2.25E-14 8.47E-16 2.75E-17 7.68E-19 1.85E-20 3.84E-22 6.85E-24 1.05E-25 1.40E-27
   4.75  0.879  4.28E+01 2.70E+01 1.52E+02 3.62E+00 5.84E+00 6.11E+00 4.91E+00 3.21E+00 1.74E+00 7.96E-01 3.08E-01 1.02E-01 2.87E-02 6.95E-03 1.44E-03 2.58E-04 3.96E-05 5.24E-06 5.97E-07 5.87E-08 4.98E-09 3.65E-10 2.30E-11 1.26E-12 5.93E-14 2.41E-15 8.49E-17 2.58E-18 6.78E-20 1.54E-21 3.03E-23 5.14E-25 7.54E-27
   5.00  0.902  5.08E+01 3.18E+01 1.81E+02 4.18E+00 6.76E+00 7.13E+00 5.80E+00 3.85E+00 2.13E+00 9.92E-01 3.94E-01 1.34E-01 3.89E-02 9.75E-03 2.10E-03 3.91E-04 6.28E-05 8.71E-06 1.05E-06 1.08E-07 9.74E-09 7.58E-10 5.11E-11 2.98E-12 1.51E-13 6.61E-15 2.51E-16 8.27E-18 2.36E-19 5.85E-21 1.26E-22 2.34E-24 3.79E-26
   5.50  0.946  7.28E+01 4.41E+01 2.57E+02 5.55E+00 9.07E+00 9.72E+00 8.08E+00 5.51E+00 3.15E+00 1.53E+00 6.35E-01 2.27E-01 7.01E-02 1.87E-02 4.33E-03 8.70E-04 1.52E-04 2.30E-05 3.03E-06 3.49E-07 3.49E-08 3.04E-09 2.30E-10 1.53E-11 8.80E-13 4.43E-14 1.94E-15 7.44E-17 2.48E-18 7.24E-20 1.84E-21 4.09E-23 7.91E-25
   6.00  0.988  1.03E+02 6.11E+01 3.65E+02 7.40E+00 1.22E+01 1.32E+01 1.12E+01 7.84E+00 4.62E+00 2.33E+00 1.01E+00 3.79E-01 1.23E-01 3.49E-02 8.62E-03 1.86E-03 3.49E-04 5.75E-05 8.27E-06 1.04E-06 1.15E-07 1.11E-08 9.41E-10 6.99E-11 4.55E-12 2.60E-13 1.30E-14 5.71E-16 2.20E-17 7.45E-19 2.21E-20 5.76E-22 1.32E-23
   6.50  1.028  1.46E+02 8.46E+01 5.18E+02 9.87E+00 1.64E+01 1.80E+01 1.56E+01 1.11E+01 6.75E+00 3.52E+00 1.59E+00 6.21E-01 2.12E-01 6.35E-02 1.66E-02 3.82E-03 7.71E-04 1.37E-04 2.13E-05 2.93E-06 3.53E-07 3.76E-08 3.52E-09 2.91E-10 2.11E-11 1.36E-12 7.66E-14 3.82E-15 1.68E-16 6.51E-18 2.23E-19 6.72E-21 1.79E-22
   7.00  1.067  2.04E+02 1.17E+02 7.35E+02 1.32E+01 2.20E+01 2.45E+01 2.15E+01 1.57E+01 9.80E+00 5.27E+00 2.46E+00 1.00E+00 3.59E-01 1.13E-01 3.13E-02 7.62E-03 1.64E-03 3.12E-04 5.23E-05 7.76E-06 1.02E-06 1.18E-07 1.22E-08 1.11E-09 8.93E-11 6.38E-12 4.03E-13 2.26E-14 1.12E-15 4.94E-17 1.93E-18 6.66E-20 2.04E-21
   7.50  1.105  2.86E+02 1.63E+02 1.04E+03 1.76E+01 2.97E+01 3.34E+01 2.98E+01 2.22E+01 1.42E+01 7.83E+00 3.78E+00 1.60E+00 5.98E-01 1.97E-01 5.73E-02 1.48E-02 3.37E-03 6.83E-04 1.23E-04 1.96E-05 2.78E-06 3.51E-07 3.93E-08 3.92E-09 3.47E-10 2.74E-11 1.92E-12 1.20E-13 6.66E-15 3.30E-16 1.45E-17 5.69E-19 1.99E-20
   8.00  1.141  3.98E+02 2.25E+02 1.47E+03 2.36E+01 4.00E+01 4.55E+01 4.11E+01 3.12E+01 2.04E+01 1.16E+01 5.76E+00 2.53E+00 9.81E-01 3.37E-01 1.03E-01 2.79E-02 6.74E-03 1.45E-03 2.78E-04 4.74E-05 7.23E-06 9.83E-07 1.19E-07 1.29E-08 1.25E-09 1.08E-10 8.36E-12 5.77E-13 3.56E-14 1.96E-15 9.68E-17 4.27E-18 1.68E-19
   8.50  1.176  5.54E+02 3.12E+02 2.08E+03 3.16E+01 5.39E+01 6.19E+01 5.68E+01 4.38E+01 2.92E+01 1.70E+01 8.71E+00 3.95E+00 1.59E+00 5.68E-01 1.81E-01 5.16E-02 1.31E-02 2.98E-03 6.05E-04 1.10E-04 1.79E-05 2.62E-06 3.42E-07 4.01E-08 4.22E-09 3.98E-10 3.36E-11 2.55E-12 1.73E-13 1.06E-14 5.79E-16 2.84E-17 1.25E-18
   9.00  1.210  7.70E+02 4.33E+02 2.94E+03 4.25E+01 7.27E+01 8.43E+01 7.82E+01 6.14E+01 4.17E+01 2.49E+01 1.31E+01 6.11E+00 2.54E+00 9.45E-01 3.14E-01 9.34E-02 2.49E-02 5.96E-03 1.28E-03 2.47E-04 4.28E-05 6.68E-06 9.36E-07 1.18E-07 1.34E-08 1.37E-09 1.26E-10 1.04E-11 7.74E-13 5.19E-14 3.13E-15 1.71E-16 8.35E-18
   9.50  1.243  1.07E+03 5.99E+02 4.16E+03 5.71E+01 9.82E+01 1.15E+02 1.08E+02 8.59E+01 5.94E+01 3.62E+01 1.95E+01 9.38E+00 4.03E+00 1.55E+00 5.35E-01 1.66E-01 4.63E-02 1.16E-02 2.63E-03 5.36E-04 9.86E-05 1.63E-05 2.45E-06 3.30E-07 4.02E-08 4.43E-09 4.40E-10 3.95E-11 3.20E-12 2.35E-13 1.55E-14 9.29E-16 5.02E-17
  10.00  1.276  1.49E+03 8.31E+02 5.86E+03 7.67E+01 1.33E+02 1.56E+02 1.48E+02 1.20E+02 8.44E+01 5.24E+01 2.90E+01 1.43E+01 6.33E+00 2.51E+00 9.00E-01 2.90E-01 8.45E-02 2.22E-02 5.27E-03 1.13E-03 2.20E-04 3.86E-05 6.13E-06 8.83E-07 1.15E-07 1.36E-08 1.45E-09 1.41E-10 1.24E-11 9.84E-13 7.10E-14 4.64E-15 2.75E-16
  11.00  1.338  3.08E+03 1.60E+03 1.17E+04 1.39E+02 2.43E+02 2.90E+02 2.81E+02 2.33E+02 1.69E+02 1.09E+02 6.28E+01 3.26E+01 1.52E+01 6.42E+00 2.45E+00 8.49E-01 2.67E-01 7.62E-02 1.98E-02 4.66E-03 9.99E-04 1.95E-04 3.47E-05 5.61E-06 8.27E-07 1.11E-07 1.36E-08 1.51E-09 1.54E-10 1.42E-11 1.20E-12 9.22E-14 6.47E-15
  12.00  1.397  6.15E+03 3.06E+03 2.31E+04 2.53E+02 4.44E+02 5.38E+02 5.30E+02 4.50E+02 3.36E+02 2.24E+02 1.34E+02 7.25E+01 3.55E+01 1.58E+01 6.41E+00 2.36E+00 7.95E-01 2.44E-01 6.85E-02 1.76E-02 4.12E-03 8.83E-04 1.73E-04 3.11E-05 5.11E-06 7.69E-07 1.06E-07 1.34E-08 1.54E-09 1.63E-10 1.59E-11 1.41E-12 1.15E-13
  13.00  1.454  1.20E+04 5.89E+03 4.58E+04 4.61E+02 8.16E+02 9.98E+02 1.00E+03 8.66E+02 6.63E+02 4.55E+02 2.82E+02 1.59E+02 8.11E+01 3.79E+01 1.62E+01 6.31E+00 2.26E+00 7.40E-01 2.23E-01 6.16E-02 1.56E-02 3.64E-03 7.81E-04 1.54E-04 2.79E-05 4.64E-06 7.11E-07 1.00E-07 1.30E-08 1.55E-09 1.71E-10 1.72E-11 1.61E-12
  14.00  1.509  2.33E+04 1.13E+04 9.05E+04 8.43E+02 1.50E+03 1.86E+03 1.89E+03 1.66E+03 1.30E+03 9.18E+02 5.86E+02 3.41E+02 1.81E+02 8.84E+01 3.95E+01 1.62E+01 6.14E+00 2.14E+00 6.85E-01 2.03E-01 5.52E-02 1.39E-02 3.22E-03 6.90E-04 1.36E-04 2.49E-05 4.20E-06 6.55E-07 9.42E-08 1.25E-08 1.54E-09 1.75E-10 1.84E-11
  15.00  1.562  4.50E+04 2.17E+04 1.79E+05 1.55E+03 2.77E+03 3.45E+03 3.55E+03 3.18E+03 2.55E+03 1.84E+03 1.21E+03 7.25E+02 3.99E+02 2.02E+02 9.44E+01 4.06E+01 1.61E+01 5.92E+00 2.01E+00 6.32E-01 1.84E-01 4.94E-02 1.23E-02 2.85E-03 6.10E-04 1.21E-04 2.23E-05 3.80E-06 6.00E-07 8.81E-08 1.20E-08 1.51E-09 1.77E-10
  16.00  1.614  8.67E+04 4.17E+04 3.52E+05 2.84E+03 5.11E+03 6.42E+03 6.69E+03 6.09E+03 4.96E+03 3.66E+03 2.46E+03 1.52E+03 8.66E+02 4.54E+02 2.20E+02 9.88E+01 4.11E+01 1.58E+01 5.67E+00 1.88E+00 5.80E-01 1.66E-01 4.42E-02 1.09E-02 2.52E-03 5.39E-04 1.07E-04 1.99E-05 3.42E-06 5.49E-07 8.19E-08 1.14E-08 1.47E-09
  17.00  1.663  1.67E+05 8.01E+04 6.93E+05 5.22E+03 9.44E+03 1.20E+04 1.26E+04 1.16E+04 9.62E+03 7.24E+03 4.99E+03 3.17E+03 1.85E+03 1.00E+03 5.05E+02 2.35E+02 1.02E+02 4.11E+01 1.54E+01 5.38E+00 1.75E+00 5.31E-01 1.50E-01 3.95E-02 9.71E-03 2.23E-03 4.76E-04 9.51E-05 1.77E-05 3.08E-06 5.00E-07 7.58E-08 1.07E-08
  18.00  1.711  3.20E+05 1.54E+05 1.36E+06 9.63E+03 1.75E+04 2.23E+04 2.37E+04 2.21E+04 1.86E+04 1.43E+04 1.00E+04 6.50E+03 3.91E+03 2.18E+03 1.13E+03 5.44E+02 2.44E+02 1.02E+02 4.00E+01 1.46E+01 4.98E+00 1.59E+00 4.73E-01 1.32E-01 3.43E-02 8.35E-03 1.90E-03 4.06E-04 8.09E-05 1.51E-05 2.64E-06 4.32E-07 6.62E-08
  19.00  1.758  6.12E+05 2.92E+05 2.63E+06 1.77E+04 3.22E+04 4.13E+04 4.43E+04 4.17E+04 3.55E+04 2.76E+04 1.97E+04 1.30E+04 8.00E+03 4.56E+03 2.43E+03 1.20E+03 5.57E+02 2.41E+02 9.74E+01 3.69E+01 1.31E+01 4.34E+00 1.35E+00 3.93E-01 1.07E-01 2.75E-02 6.59E-03 1.48E-03 3.13E-04 6.20E-05 1.15E-05 2.01E-06 3.28E-07
  20.00  1.804  1.16E+06 5.47E+05 5.02E+06 3.21E+04 5.86E+04 7.56E+04 8.15E+04 7.76E+04 6.68E+04 5.26E+04 3.81E+04 2.57E+04 1.60E+04 9.35E+03 5.08E+03 2.58E+03 1.23E+03 5.47E+02 2.29E+02 8.94E+01 3.28E+01 1.13E+01 3.66E+00 1.11E+00 3.17E-01 8.48E-02 2.13E-02 5.04E-03 1.12E-03 2.34E-04 4.59E-05 8.47E-06 1.47E-06
  22.50  1.913  7.37E+06 2.49E+06 2.38E+07 1.36E+05 2.50E+05 3.25E+05 3.56E+05 3.46E+05 3.05E+05 2.47E+05 1.85E+05 1.29E+05 8.41E+04 5.13E+04 2.93E+04 1.57E+04 7.94E+03 3.76E+03 1.68E+03 7.06E+02 2.80E+02 1.04E+02 3.67E+01 1.22E+01 3.81E+00 1.13E+00 3.14E-01 8.25E-02 2.05E-02 4.79E-03 1.06E-03 2.21E-04 4.36E-05
  25.00  2.017  3.37E+07 1.05E+07 1.05E+08 5.40E+05 9.98E+05 1.31E+06 1.46E+06 1.44E+06 1.29E+06 1.07E+06 8.23E+05 5.92E+05 3.99E+05 2.52E+05 1.50E+05 8.44E+04 4.46E+04 2.23E+04 1.05E+04 4.69E+03 1.98E+03 7.88E+02 2.97E+02 1.06E+02 3.58E+01 1.15E+01 3.47E+00 9.96E-01 2.71E-01 6.97E-02 1.70E-02 3.93E-03 8.60E-04
  30.00  2.210  8.20E+08 1.57E+08 1.66E+09 7.23E+06 1.35E+07 1.80E+07 2.03E+07 2.06E+07 1.90E+07 1.64E+07 1.31E+07 9.90E+06 7.03E+06 4.72E+06 2.99E+06 1.80E+06 1.03E+06 5.55E+05 2.85E+05 1.39E+05 6.47E+04 2.86E+04 1.20E+04 4.80E+03 1.83E+03 6.62E+02 2.28E+02 7.51E+01 2.35E+01 7.00E+00 1.99E+00 5.38E-01 1.39E-01
  40.00  2.551  1.96E+11 1.96E+10 2.26E+11 7.62E+08 1.44E+09 1.95E+09 2.26E+09 2.36E+09 2.28E+09 2.05E+09 1.74E+09 1.40E+09 1.07E+09 7.72E+08 5.33E+08 3.51E+08 2.21E+08 1.33E+08 7.68E+07 4.23E+07 2.24E+07 1.13E+07 5.49E+06 2.55E+06 1.14E+06 4.86E+05 1.99E+05 7.84E+04 2.96E+04 1.07E+04 3.73E+03 1.24E+03 3.98E+02
  50.00  2.852  1.39E+13 1.37E+12 1.70E+13 4.71E+10 8.93E+10 1.23E+11 1.45E+11 1.55E+11 1.53E+11 1.42E+11 1.25E+11 1.04E+11 8.33E+10 6.34E+10 4.63E+10 3.24E+10 2.17E+10 1.40E+10 8.70E+09 5.19E+09 2.98E+09 1.64E+09 8.75E+08 4.49E+08 2.21E+08 1.05E+08 4.83E+07 2.14E+07 9.10E+06 3.74E+06 1.48E+06 5.66E+05 2.09E+05
  60.00  3.125  6.46E+14 6.32E+13 8.28E+14 1.97E+12 3.75E+12 5.20E+12 6.21E+12 6.73E+12 6.79E+12 6.45E+12 5.81E+12 5.00E+12 4.11E+12 3.25E+12 2.46E+12 1.80E+12 1.26E+12 8.56E+11 5.59E+11 3.53E+11 2.15E+11 1.26E+11 7.18E+10 3.95E+10 2.10E+10 1.08E+10 5.34E+09 2.57E+09 1.19E+09 5.36E+08 2.33E+08 9.80E+07 3.99E+07
  70.00  3.375  2.20E+16 2.13E+15 2.92E+16 6.10E+13 1.17E+14 1.63E+14 1.96E+14 2.15E+14 2.20E+14 2.13E+14 1.95E+14 1.72E+14 1.45E+14 1.17E+14 9.18E+13 6.91E+13 5.03E+13 3.54E+13 2.41E+13 1.58E+13 1.01E+13 6.22E+12 3.72E+12 2.15E+12 1.21E+12 6.56E+11 3.46E+11 1.77E+11 8.78E+10 4.22E+10 1.97E+10 8.91E+09 3.92E+09
  80.00  3.608  5.82E+17 5.61E+16 7.99E+17 1.49E+15 2.87E+15 4.02E+15 4.88E+15 5.40E+15 5.59E+15 5.47E+15 5.10E+15 4.56E+15 3.92E+15 3.25E+15 2.60E+15 2.01E+15 1.50E+15 1.09E+15 7.63E+14 5.19E+14 3.43E+14 2.19E+14 1.36E+14 8.23E+13 4.82E+13 2.74E+13 1.52E+13 8.16E+12 4.26E+12 2.16E+12 1.07E+12 5.11E+11 2.38E+11
  90.00  3.827  1.26E+19 1.21E+18 1.78E+19 3.02E+16 5.81E+16 8.18E+16 9.98E+16 1.11E+17 1.16E+17 1.15E+17 1.09E+17 9.85E+16 8.60E+16 7.25E+16 5.91E+16 4.66E+16 3.56E+16 2.64E+16 1.90E+16 1.33E+16 9.04E+15 5.97E+15 3.83E+15 2.39E+15 1.45E+15 8.58E+14 4.93E+14 2.76E+14 1.50E+14 7.97E+13 4.12E+13 2.07E+13 1.01E+13
 100.00  4.034  2.32E+20 2.19E+19 3.33E+20 5.19E+17 1.00E+18 1.42E+18 1.74E+18 1.95E+18 2.05E+18 2.04E+18 1.95E+18 1.79E+18 1.58E+18 1.36E+18 1.12E+18 9.01E+17 7.02E+17 5.31E+17 3.91E+17 2.79E+17 1.94E+17 1.32E+17 8.69E+16 5.58E+16 3.49E+16 2.13E+16 1.26E+16 7.31E+15 4.13E+15 2.27E+15 1.22E+15 6.37E+14 3.25E+14
 110.00  4.231  3.69E+21 3.46E+20 5.39E+21 7.79E+18 1.51E+19 2.13E+19 2.63E+19 2.96E+19 3.14E+19 3.16E+19 3.04E+19 2.82E+19 2.52E+19 2.18E+19 1.83E+19 1.49E+19 1.18E+19 9.09E+18 6.81E+18 4.97E+18 3.53E+18 2.44E+18 1.65E+18 1.08E+18 6.96E+17 4.36E+17 2.66E+17 1.58E+17 9.22E+16 5.23E+16 2.90E+16 1.57E+16 8.27E+15
 120.00  4.419  5.19E+22 4.82E+21 7.70E+22 1.04E+20 2.01E+20 2.85E+20 3.53E+20 4.00E+20 4.25E+20 4.31E+20 4.18E+20 3.91E+20 3.53E+20 3.09E+20 2.62E+20 2.17E+20 1.74E+20 1.36E+20 1.03E+20 7.67E+19 5.54E+19 3.91E+19 2.69E+19 1.81E+19 1.19E+19 7.60E+18 4.75E+18 2.90E+18 1.73E+18 1.01E+18 5.76E+17 3.20E+17 1.74E+17
 130.00  4.599  6.55E+23 6.03E+22 9.86E+23 1.25E+21 2.42E+21 3.44E+21 4.26E+21 4.85E+21 5.19E+21 5.29E+21 5.16E+21 4.87E+21 4.43E+21 3.92E+21 3.36E+21 2.80E+21 2.28E+21 1.80E+21 1.39E+21 1.05E+21 7.69E+20 5.52E+20 3.86E+20 2.64E+20 1.77E+20 1.16E+20 7.38E+19 4.61E+19 2.81E+19 1.68E+19 9.81E+18 5.60E+18 3.13E+18
 140.00  4.773  7.52E+24 6.86E+23 1.14E+25 1.37E+22 2.65E+22 3.78E+22 4.70E+22 5.36E+22 5.76E+22 5.90E+22 5.80E+22 5.50E+22 5.05E+22 4.50E+22 3.89E+22 3.28E+22 2.69E+22 2.16E+22 1.69E+22 1.29E+22 9.57E+21 6.97E+21 4.96E+21 3.45E+21 2.35E+21 1.56E+21 1.02E+21 6.46E+20 4.03E+20 2.46E+20 1.47E+20 8.56E+19 4.90E+19
 150.00  4.941  7.92E+25 7.17E+24 1.22E+26 1.38E+23 2.67E+23 3.82E+23 4.76E+23 5.45E+23 5.88E+23 6.05E+23 5.98E+23 5.71E+23 5.27E+23 4.73E+23 4.13E+23 3.51E+23 2.91E+23 2.36E+23 1.86E+23 1.44E+23 1.08E+23 7.98E+22 5.76E+22 4.06E+22 2.81E+22 1.90E+22 1.26E+22 8.13E+21 5.16E+21 3.21E+21 1.95E+21 1.16E+21 6.79E+20
 160.00  5.103  7.73E+26 6.94E+25 1.20E+27 1.29E+24 2.51E+24 3.59E+24 4.48E+24 5.15E+24 5.57E+24 5.75E+24 5.71E+24 5.48E+24 5.10E+24 4.60E+24 4.05E+24 3.47E+24 2.90E+24 2.37E+24 1.89E+24 1.47E+24 1.12E+24 8.39E+23 6.13E+23 4.38E+23 3.07E+23 2.10E+23 1.41E+23 9.29E+22 5.99E+22 3.79E+22 2.35E+22 1.42E+22 8.47E+21
